"Date_Analyse";"hypothese";"Etang";"Date_Debut_Orage";"Date_Fin_Orage";"Pluie_Total_BV_mm";"Ruissellement_Reel_Sonde_mm";"Volume_Calcule_INRAE_mm";"Volume_Calcule_CN_mm";"Biais_Global_INRAE_mm";"Biais_Global_CN_mm";"RMSE_INRAE_mm";"RMSE_CN_mm"
"2026-06-15 10:14";"0.20/150/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;6,41;484,34;-5,32;472,61;5,74;216,5
"2026-06-15 10:14";"0.30/150/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;9,45;484,34;-2,28;472,61;6,42;216,5
"2026-06-15 10:14";"0.35/150/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;10,97;484,34;-0,76;472,61;6,83;216,5
"2026-06-15 10:14";"0.40/150/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;12,49;484,34;0,76;472,61;7,27;216,5
"2026-06-15 10:14";"0.50/150/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;15,53;484,34;3,8;472,61;8,23;216,5
"2026-06-15 10:14";"0.20/175/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;5,89;484,34;-5,84;472,61;5,62;216,5
"2026-06-15 10:14";"0.30/175/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;8,67;484,34;-3,06;472,61;6,19;216,5
"2026-06-15 10:14";"0.35/175/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;10,06;484,34;-1,67;472,61;6,53;216,5
"2026-06-15 10:14";"0.40/175/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;11,45;484,34;-0,28;472,61;6,9;216,5
"2026-06-15 10:14";"0.50/175/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;14,22;484,34;2,49;472,61;7,71;216,5
"2026-06-15 10:14";"0.20/200/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;5,45;484,34;-6,28;472,61;5,54;216,5
"2026-06-15 10:14";"0.30/200/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;7,99;484,34;-3,74;472,61;6,01;216,5
"2026-06-15 10:14";"0.35/200/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;9,27;484,34;-2,46;472,61;6,3;216,5
"2026-06-15 10:14";"0.40/200/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;10,54;484,34;-1,19;472,61;6,62;216,5
"2026-06-15 10:14";"0.50/200/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;13,08;484,34;1,35;472,61;7,32;216,5
"2026-06-15 10:14";"0.20/225/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;5,06;484,34;-6,67;472,61;5,47;216,5
"2026-06-15 10:14";"0.30/225/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;7,41;484,34;-4,32;472,61;5,88;216,5
"2026-06-15 10:14";"0.35/225/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;8,58;484,34;-3,15;472,61;6,12;216,5
"2026-06-15 10:14";"0.40/225/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;9,75;484,34;-1,98;472,61;6,4;216,5
"2026-06-15 10:14";"0.50/225/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;12,1;484,34;0,37;472,61;7,01;216,5
"2026-06-15 10:14";"0.20/250/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;4,72;484,34;-7,01;472,61;5,42;216,5
"2026-06-15 10:14";"0.30/250/1";"CORVEYZIEUX";2023-10-18;2023-10-22;111,19;11,73;6,9;484,34;-4,83;472,61;5,77;216,5
