"Date_Analyse";"hypothese";"Etang";"Date_Debut_Orage";"Date_Fin_Orage";"Pluie_Total_BV_mm";"Ruissellement_Reel_Sonde_mm";"Volume_Calcule_INRAE_mm";"Volume_Calcule_CN_mm";"Biais_Global_INRAE_mm";"Biais_Global_CN_mm";"RMSE_INRAE_mm";"RMSE_CN_mm"
"2026-06-15 10:01";"0.20/150/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;5,9;12,86;-1,96;5;1,98;2,64
"2026-06-15 10:01";"0.30/150/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;8,84;12,86;0,99;5;2,26;2,64
"2026-06-15 10:01";"0.35/150/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;10,32;12,86;2,46;5;2,51;2,64
"2026-06-15 10:01";"0.40/150/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;11,79;12,86;3,93;5;2,81;2,64
"2026-06-15 10:01";"0.50/150/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;14,74;12,86;6,88;5;3,5;2,64
"2026-06-15 10:01";"0.20/175/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;5,46;12,86;-2,4;5;1,97;2,64
"2026-06-15 10:01";"0.30/175/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;8,19;12,86;0,33;5;2,17;2,64
"2026-06-15 10:01";"0.35/175/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;9,55;12,86;1,69;5;2,37;2,64
"2026-06-15 10:01";"0.40/175/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;10,91;12,86;3,06;5;2,62;2,64
"2026-06-15 10:01";"0.50/175/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;13,64;12,86;5,78;5;3,23;2,64
"2026-06-15 10:01";"0.20/200/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;5,07;12,86;-2,78;5;1,97;2,64
"2026-06-15 10:01";"0.30/200/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;7,61;12,86;-0,25;5;2,1;2,64
"2026-06-15 10:01";"0.35/200/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;8,88;12,86;1,02;5;2,26;2,64
"2026-06-15 10:01";"0.40/200/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;10,15;12,86;2,29;5;2,47;2,64
"2026-06-15 10:01";"0.50/200/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;12,68;12,86;4,83;5;3;2,64
"2026-06-15 10:01";"0.20/225/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;4,74;12,86;-3,12;5;1,98;2,64
"2026-06-15 10:01";"0.30/225/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;7,11;12,86;-0,75;5;2,05;2,64
"2026-06-15 10:01";"0.35/225/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;8,29;12,86;0,43;5;2,18;2,64
"2026-06-15 10:01";"0.40/225/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;9,48;12,86;1,62;5;2,35;2,64
"2026-06-15 10:01";"0.50/225/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;11,84;12,86;3,99;5;2,81;2,64
"2026-06-15 10:01";"0.20/250/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;4,44;12,86;-3,42;5;1,99;2,64
"2026-06-15 10:01";"0.30/250/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;6,66;12,86;-1,2;5;2,02;2,64
"2026-06-15 10:01";"0.35/250/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;7,77;12,86;-0,09;5;2,11;2,64
"2026-06-15 10:01";"0.40/250/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;8,88;12,86;1,02;5;2,26;2,64
"2026-06-15 10:01";"0.50/250/1";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;11,1;12,86;3,24;5;2,66;2,64
"2026-06-15 10:01";"0.20/150/2";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;5,79;12,86;-2,07;5;1,91;2,64
"2026-06-15 10:01";"0.30/150/2";"REMONDET NORD";2025-10-30;2025-11-03;53,73;7,86;8,69;12,86;0,83;5;2,14;2,64
