"Date_Analyse";"hypothese";"Etang";"Date_Debut_Orage";"Date_Fin_Orage";"Pluie_Total_BV_mm";"Ruissellement_Reel_Sonde_mm";"Volume_Calcule_INRAE_mm";"Volume_Calcule_CN_mm";"Biais_Global_INRAE_mm";"Biais_Global_CN_mm";"RMSE_INRAE_mm";"RMSE_CN_mm"
"2026-06-15 10:19";"0.20/150/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;6,78;8,82;-24,83;-22,78;10,56;9,89
"2026-06-15 10:19";"0.30/150/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;10,08;8,82;-21,52;-22,78;10,27;9,89
"2026-06-15 10:19";"0.35/150/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;11,74;8,82;-19,87;-22,78;10,17;9,89
"2026-06-15 10:19";"0.40/150/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;15,35;8,82;-16,26;-22,78;9,51;9,89
"2026-06-15 10:19";"0.50/150/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;23,13;8,82;-8,47;-22,78;8,05;9,89
"2026-06-15 10:19";"0.20/175/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;6,08;8,82;-25,53;-22,78;10,62;9,89
"2026-06-15 10:19";"0.30/175/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;9,04;8,82;-22,56;-22,78;10,34;9,89
"2026-06-15 10:19";"0.35/175/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;10,52;8,82;-21,08;-22,78;10,23;9,89
"2026-06-15 10:19";"0.40/175/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;12,28;8,82;-19,33;-22,78;10,07;9,89
"2026-06-15 10:19";"0.50/175/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;19,3;8,82;-12,31;-22,78;8,63;9,89
"2026-06-15 10:19";"0.20/200/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;5,52;8,82;-26,09;-22,78;10,68;9,89
"2026-06-15 10:19";"0.30/200/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;8,19;8,82;-23,41;-22,78;10,41;9,89
"2026-06-15 10:19";"0.35/200/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;9,53;8,82;-22,08;-22,78;10,29;9,89
"2026-06-15 10:19";"0.40/200/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;10,87;8,82;-20,74;-22,78;10,2;9,89
"2026-06-15 10:19";"0.50/200/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;16,44;8,82;-15,17;-22,78;9,14;9,89
"2026-06-15 10:19";"0.20/225/1";"CARRONNIER";2024-10-06;2024-10-09;79,6;31,61;5,05;8,82;-26,56;-22,78;10,74;9,89
