"Date_Analyse";"hypothese";"Etang";"Date_Debut_Orage";"Date_Fin_Orage";"Pluie_Total_BV_mm";"Ruissellement_Reel_Sonde_mm";"Volume_Calcule_INRAE_mm";"Volume_Calcule_CN_mm";"Biais_Global_INRAE_mm";"Biais_Global_CN_mm";"RMSE_INRAE_mm";"RMSE_CN_mm"
"2026-06-15 10:10";"0.20/150/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;5,98;13,95;-3,28;4,69;1,91;3,45
"2026-06-15 10:10";"0.30/150/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;8,97;13,95;-0,29;4,69;2,11;3,45
"2026-06-15 10:10";"0.35/150/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;10,47;13,95;1,2;4,69;2,25;3,45
"2026-06-15 10:10";"0.40/150/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;11,96;13,95;2,7;4,69;2,4;3,45
"2026-06-15 10:10";"0.50/150/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;14,95;13,95;5,69;4,69;2,76;3,45
"2026-06-15 10:10";"0.20/175/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;6,29;13,95;-2,97;4,69;1,92;3,45
"2026-06-15 10:10";"0.30/175/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;9,44;13,95;0,17;4,69;2,14;3,45
"2026-06-15 10:10";"0.35/175/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;11,01;13,95;1,74;4,69;2,28;3,45
"2026-06-15 10:10";"0.40/175/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;12,58;13,95;3,32;4,69;2,45;3,45
"2026-06-15 10:10";"0.50/175/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;15,73;13,95;6,46;4,69;2,82;3,45
"2026-06-15 10:10";"0.20/200/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;6,59;13,95;-2,68;4,69;1,94;3,45
"2026-06-15 10:10";"0.30/200/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;9,88;13,95;0,62;4,69;2,17;3,45
"2026-06-15 10:10";"0.35/200/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;11,52;13,95;2,26;4,69;2,32;3,45
"2026-06-15 10:10";"0.40/200/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;13,17;13,95;3,91;4,69;2,5;3,45
"2026-06-15 10:10";"0.50/200/1";"ROUE RONZUEL";2025-05-31;2025-06-07;107,69;9,26;16,46;13,95;7,2;4,69;2,89;3,45
