"Date_Analyse";"hypothese";"Etang";"Date_Debut_Orage";"Date_Fin_Orage";"Pluie_Total_BV_mm";"Ruissellement_Reel_Sonde_mm";"Volume_Calcule_INRAE_mm";"Volume_Calcule_CN_mm";"Biais_Global_INRAE_mm";"Biais_Global_CN_mm";"RMSE_INRAE_mm";"RMSE_CN_mm"
"2026-06-15 09:59";"0.20/150/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;6,49;19,21;4,72;17,44;1,95;7,04
"2026-06-15 09:59";"0.30/150/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,74;19,21;7,96;17,44;2,8;7,04
"2026-06-15 09:59";"0.35/150/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,36;19,21;9,59;17,44;3,23;7,04
"2026-06-15 09:59";"0.40/150/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;12,99;19,21;11,21;17,44;3,67;7,04
"2026-06-15 09:59";"0.50/150/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;16,23;19,21;14,46;17,44;4,54;7,04
"2026-06-15 09:59";"0.20/175/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;6,98;19,21;5,2;17,44;2,07;7,04
"2026-06-15 09:59";"0.30/175/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,46;19,21;8,69;17,44;2,97;7,04
"2026-06-15 09:59";"0.35/175/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;12,21;19,21;10,43;17,44;3,44;7,04
"2026-06-15 09:59";"0.40/175/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;13,95;19,21;12,17;17,44;3,91;7,04
"2026-06-15 09:59";"0.50/175/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;17,44;19,21;15,66;17,44;4,85;7,04
"2026-06-15 09:59";"0.20/200/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,3;19,21;5,53;17,44;2,15;7,04
"2026-06-15 09:59";"0.30/200/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,96;19,21;9,18;17,44;3,1;7,04
"2026-06-15 09:59";"0.35/200/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;12,78;19,21;11;17,44;3,58;7,04
"2026-06-15 09:59";"0.40/200/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;14,61;19,21;12,83;17,44;4,07;7,04
"2026-06-15 09:59";"0.50/200/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;18,26;19,21;16,48;17,44;5,06;7,04
"2026-06-15 09:59";"0.20/225/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,51;19,21;5,73;17,44;2,2;7,04
"2026-06-15 09:59";"0.30/225/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,26;19,21;9,49;17,44;3,18;7,04
"2026-06-15 09:59";"0.35/225/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;13,14;19,21;11,36;17,44;3,68;7,04
"2026-06-15 09:59";"0.40/225/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;15,02;19,21;13,24;17,44;4,18;7,04
"2026-06-15 09:59";"0.50/225/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;18,77;19,21;17;17,44;5,2;7,04
"2026-06-15 09:59";"0.20/250/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,62;19,21;5,85;17,44;2,23;7,04
"2026-06-15 09:59";"0.30/250/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,43;19,21;9,66;17,44;3,22;7,04
"2026-06-15 09:59";"0.35/250/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;13,34;19,21;11,56;17,44;3,73;7,04
"2026-06-15 09:59";"0.40/250/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;15,25;19,21;13,47;17,44;4,24;7,04
"2026-06-15 09:59";"0.50/250/1";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;19,06;19,21;17,28;17,44;5,27;7,04
"2026-06-15 09:59";"0.20/150/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;5,47;19,21;3,69;17,44;1,7;7,04
"2026-06-15 09:59";"0.30/150/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,2;19,21;6,42;17,44;2,4;7,04
"2026-06-15 09:59";"0.35/150/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,56;19,21;7,79;17,44;2,76;7,04
"2026-06-15 09:59";"0.40/150/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,93;19,21;9,15;17,44;3,12;7,04
"2026-06-15 09:59";"0.50/150/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;13,66;19,21;11,89;17,44;3,86;7,04
"2026-06-15 09:59";"0.20/175/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;5,92;19,21;4,14;17,44;1,8;7,04
"2026-06-15 09:59";"0.30/175/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,88;19,21;7,1;17,44;2,56;7,04
"2026-06-15 09:59";"0.35/175/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,36;19,21;8,58;17,44;2,95;7,04
"2026-06-15 09:59";"0.40/175/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,84;19,21;10,06;17,44;3,34;7,04
"2026-06-15 09:59";"0.50/175/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;14,8;19,21;13,02;17,44;4,13;7,04
"2026-06-15 09:59";"0.20/200/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;6,28;19,21;4,5;17,44;1,89;7,04
"2026-06-15 09:59";"0.30/200/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,42;19,21;7,64;17,44;2,69;7,04
"2026-06-15 09:59";"0.35/200/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,98;19,21;9,21;17,44;3,1;7,04
"2026-06-15 09:59";"0.40/200/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;12,55;19,21;10,78;17,44;3,52;7,04
"2026-06-15 09:59";"0.50/200/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;15,69;19,21;13,91;17,44;4,36;7,04
"2026-06-15 09:59";"0.20/225/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;6,53;19,21;4,75;17,44;1,95;7,04
"2026-06-15 09:59";"0.30/225/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,79;19,21;8,01;17,44;2,78;7,04
"2026-06-15 09:59";"0.35/225/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,42;19,21;9,64;17,44;3,21;7,04
"2026-06-15 09:59";"0.40/225/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;13,05;19,21;11,28;17,44;3,65;7,04
"2026-06-15 09:59";"0.50/225/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;16,32;19,21;14,54;17,44;4,52;7,04
"2026-06-15 09:59";"0.20/250/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;6,67;19,21;4,89;17,44;1,98;7,04
"2026-06-15 09:59";"0.30/250/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,01;19,21;8,23;17,44;2,84;7,04
"2026-06-15 09:59";"0.35/250/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,68;19,21;9,9;17,44;3,28;7,04
"2026-06-15 09:59";"0.40/250/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;13,34;19,21;11,57;17,44;3,72;7,04
"2026-06-15 09:59";"0.50/250/2";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;16,68;19,21;14,9;17,44;4,62;7,04
"2026-06-15 09:59";"0.20/150/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;4,8;19,21;3,03;17,44;1,56;7,04
"2026-06-15 09:59";"0.30/150/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,2;19,21;5,43;17,44;2,17;7,04
"2026-06-15 09:59";"0.35/150/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,4;19,21;6,63;17,44;2,49;7,04
"2026-06-15 09:59";"0.40/150/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,61;19,21;7,83;17,44;2,81;7,04
"2026-06-15 09:59";"0.50/150/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;12,01;19,21;10,23;17,44;3,47;7,04
"2026-06-15 09:59";"0.20/175/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;5,17;19,21;3,39;17,44;1,63;7,04
"2026-06-15 09:59";"0.30/175/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,76;19,21;5,98;17,44;2,28;7,04
"2026-06-15 09:59";"0.35/175/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,05;19,21;7,27;17,44;2,62;7,04
"2026-06-15 09:59";"0.40/175/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,34;19,21;8,57;17,44;2,97;7,04
"2026-06-15 09:59";"0.50/175/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;12,93;19,21;11,15;17,44;3,66;7,04
"2026-06-15 09:59";"0.20/200/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;5,51;19,21;3,73;17,44;1,7;7,04
"2026-06-15 09:59";"0.30/200/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,27;19,21;6,49;17,44;2,4;7,04
"2026-06-15 09:59";"0.35/200/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,64;19,21;7,87;17,44;2,76;7,04
"2026-06-15 09:59";"0.40/200/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,02;19,21;9,24;17,44;3,12;7,04
"2026-06-15 09:59";"0.50/200/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;13,78;19,21;12;17,44;3,86;7,04
"2026-06-15 09:59";"0.20/225/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;5,79;19,21;4,01;17,44;1,76;7,04
"2026-06-15 09:59";"0.30/225/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,68;19,21;6,9;17,44;2,5;7,04
"2026-06-15 09:59";"0.35/225/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,13;19,21;8,35;17,44;2,87;7,04
"2026-06-15 09:59";"0.40/225/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,57;19,21;9,79;17,44;3,26;7,04
"2026-06-15 09:59";"0.50/225/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;14,47;19,21;12,69;17,44;4,03;7,04
"2026-06-15 09:59";"0.20/250/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;5,98;19,21;4,2;17,44;1,81;7,04
"2026-06-15 09:59";"0.30/250/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,97;19,21;7,19;17,44;2,57;7,04
"2026-06-15 09:59";"0.35/250/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;10,46;19,21;8,68;17,44;2,96;7,04
"2026-06-15 09:59";"0.40/250/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,96;19,21;10,18;17,44;3,35;7,04
"2026-06-15 09:59";"0.50/250/3";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;14,94;19,21;13,17;17,44;4,15;7,04
"2026-06-15 09:59";"0.20/150/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;4,46;19,21;2,69;17,44;1,52;7,04
"2026-06-15 09:59";"0.30/150/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;6,69;19,21;4,92;17,44;2,1;7,04
"2026-06-15 09:59";"0.35/150/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,81;19,21;6,03;17,44;2,41;7,04
"2026-06-15 09:59";"0.40/150/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,93;19,21;7,15;17,44;2,72;7,04
"2026-06-15 09:59";"0.50/150/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,16;19,21;9,38;17,44;3,35;7,04
"2026-06-15 09:59";"0.20/175/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;4,71;19,21;2,94;17,44;1,55;7,04
"2026-06-15 09:59";"0.30/175/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,07;19,21;5,29;17,44;2,14;7,04
"2026-06-15 09:59";"0.35/175/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,25;19,21;6,47;17,44;2,46;7,04
"2026-06-15 09:59";"0.40/175/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,43;19,21;7,65;17,44;2,77;7,04
"2026-06-15 09:59";"0.50/175/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;11,78;19,21;10;17,44;3,41;7,04
"2026-06-15 09:59";"0.20/200/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;4,99;19,21;3,21;17,44;1,59;7,04
"2026-06-15 09:59";"0.30/200/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;7,48;19,21;5,7;17,44;2,22;7,04
"2026-06-15 09:59";"0.35/200/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;8,73;19,21;6,95;17,44;2,54;7,04
"2026-06-15 09:59";"0.40/200/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;9,97;19,21;8,2;17,44;2,87;7,04
"2026-06-15 09:59";"0.50/200/4";"REMONDET NORD";2025-04-13;2025-04-17;90,56;1,78;12,47;19,21;10,69;17,44;3,54;7,04
