"Date_Analyse";"hypothese";"Etang";"Date_Debut_Orage";"Date_Fin_Orage";"Pluie_Total_BV_mm";"Ruissellement_Reel_Sonde_mm";"Volume_Calcule_INRAE_mm";"Volume_Calcule_CN_mm";"Biais_Global_INRAE_mm";"Biais_Global_CN_mm";"RMSE_INRAE_mm";"RMSE_CN_mm"
"2026-06-15 10:12";"0.20/150/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,24;0;0,46;-1,78;0,41;0,43
"2026-06-15 10:12";"0.30/150/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,36;0;1,58;-1,78;0,61;0,43
"2026-06-15 10:12";"0.35/150/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,92;0;2,14;-1,78;0,72;0,43
"2026-06-15 10:12";"0.40/150/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;4,48;0;2,7;-1,78;0,84;0,43
"2026-06-15 10:12";"0.50/150/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;5,6;0;3,82;-1,78;1,09;0,43
"2026-06-15 10:12";"0.20/175/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,06;0;0,28;-1,78;0,39;0,43
"2026-06-15 10:12";"0.30/175/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,09;0;1,31;-1,78;0,56;0,43
"2026-06-15 10:12";"0.35/175/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,6;0;1,82;-1,78;0,66;0,43
"2026-06-15 10:12";"0.40/175/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;4,12;0;2,34;-1,78;0,77;0,43
"2026-06-15 10:12";"0.50/175/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;5,15;0;3,37;-1,78;0,99;0,43
"2026-06-15 10:12";"0.20/200/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,9;0;0,12;-1,78;0,38;0,43
"2026-06-15 10:12";"0.30/200/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,85;0;1,07;-1,78;0,52;0,43
"2026-06-15 10:12";"0.35/200/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,32;0;1,54;-1,78;0,61;0,43
"2026-06-15 10:12";"0.40/200/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,8;0;2,02;-1,78;0,71;0,43
"2026-06-15 10:12";"0.50/200/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;4,75;0;2,97;-1,78;0,91;0,43
"2026-06-15 10:12";"0.20/225/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,76;0;-0,02;-1,78;0,37;0,43
"2026-06-15 10:12";"0.30/225/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,64;0;0,86;-1,78;0,49;0,43
"2026-06-15 10:12";"0.35/225/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,08;0;1,3;-1,78;0,57;0,43
"2026-06-15 10:12";"0.40/225/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,52;0;1,74;-1,78;0,65;0,43
"2026-06-15 10:12";"0.50/225/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;4,4;0;2,62;-1,78;0,84;0,43
"2026-06-15 10:12";"0.20/250/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,64;0;-0,15;-1,78;0,36;0,43
"2026-06-15 10:12";"0.30/250/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,45;0;0,67;-1,78;0,46;0,43
"2026-06-15 10:12";"0.35/250/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,86;0;1,08;-1,78;0,53;0,43
"2026-06-15 10:12";"0.40/250/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;3,27;0;1,49;-1,78;0,61;0,43
"2026-06-15 10:12";"0.50/250/1";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;4,09;0;2,31;-1,78;0,77;0,43
"2026-06-15 10:12";"0.20/150/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,17;0;-0,61;-1,78;0,29;0,43
"2026-06-15 10:12";"0.30/150/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,75;0;-0,03;-1,78;0,29;0,43
"2026-06-15 10:12";"0.35/150/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,05;0;0,26;-1,78;0,32;0,43
"2026-06-15 10:12";"0.40/150/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,34;0;0,56;-1,78;0,35;0,43
"2026-06-15 10:12";"0.50/150/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,92;0;1,14;-1,78;0,45;0,43
"2026-06-15 10:12";"0.20/175/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;0,93;0;-0,86;-1,78;0,31;0,43
"2026-06-15 10:12";"0.30/175/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,39;0;-0,39;-1,78;0,28;0,43
"2026-06-15 10:12";"0.35/175/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,62;0;-0,16;-1,78;0,29;0,43
"2026-06-15 10:12";"0.40/175/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,85;0;0,07;-1,78;0,3;0,43
"2026-06-15 10:12";"0.50/175/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;2,32;0;0,53;-1,78;0,35;0,43
"2026-06-15 10:12";"0.20/200/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;0,75;0;-1,04;-1,78;0,32;0,43
"2026-06-15 10:12";"0.30/200/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,12;0;-0,66;-1,78;0,29;0,43
"2026-06-15 10:12";"0.35/200/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,31;0;-0,48;-1,78;0,29;0,43
"2026-06-15 10:12";"0.40/200/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,49;0;-0,29;-1,78;0,29;0,43
"2026-06-15 10:12";"0.50/200/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,86;0;0,08;-1,78;0,3;0,43
"2026-06-15 10:12";"0.20/225/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;0,61;0;-1,17;-1,78;0,34;0,43
"2026-06-15 10:12";"0.30/225/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;0,92;0;-0,87;-1,78;0,31;0,43
"2026-06-15 10:12";"0.35/225/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,07;0;-0,71;-1,78;0,3;0,43
"2026-06-15 10:12";"0.40/225/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,22;0;-0,56;-1,78;0,29;0,43
"2026-06-15 10:12";"0.50/225/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,53;0;-0,26;-1,78;0,29;0,43
"2026-06-15 10:12";"0.20/250/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;0,51;0;-1,27;-1,78;0,35;0,43
"2026-06-15 10:12";"0.30/250/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;0,76;0;-1,02;-1,78;0,32;0,43
"2026-06-15 10:12";"0.35/250/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;0,89;0;-0,89;-1,78;0,31;0,43
"2026-06-15 10:12";"0.40/250/2";"ROUE RONZUEL";2025-09-20;2025-09-25;44,58;1,78;1,01;0;-0,77;-1,78;0,3;0,43
