Annee_Gestion;Scenario;Etang;Nb_Jours_Total;Jours_Rempli_Plus_80;Jours_Moins_15_Pourcent;Volume_Ruissele_m3;Volume_Evapore_m3;Volume_Sortant_m3;Taux_Renouvellement;CR_Annuel_Global;Nb_Jours_Avec_Sonde;RMSE_Volume_m3;Nb_Orages_Valides;CR_Terrain_Moyen;CR_Modele_Moyen;Biais_CR
2022-2023;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;0;12;5398;-1083;202114;0.03;2.7;365;45729;5;24.5;0;-24.5
2023-2024;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;366;138;8;52401;78644;544617;0.24;16.4;366;64082;8;37.7;19.7;-18
2024-2025;L0.2_Pant5_CN_modif_20260519;CORVEYZIEUX;365;327;6;20861;26867;535314;0.1;8.4;365;38812;5;47.1;4;-43.1
2010-2011;L0.2_Pant5_CN_modif_20260519;FOUR;365;0;314;6639;11815;147899;0.08;5.1;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;FOUR;366;0;84;5257;30109;3635;0.06;3.6;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;FOUR;365;269;11;9436;56748;156435;0.11;5.4;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;FOUR;365;262;16;8159;52816;124081;0.09;4.8;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;FOUR;365;271;8;14701;-1760;130210;0.17;11.7;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;FOUR;366;0;316;18395;14737;117009;0.21;11.4;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;FOUR;365;207;62;4222;-17018;16823;0.05;3.7;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;FOUR;365;0;47;6828;7795;54733;0.08;5.1;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;FOUR;365;0;37;4002;-3159;26067;0.05;3.1;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;FOUR;366;0;47;6991;-6584;88864;0.08;5.7;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;FOUR;365;0;350;37944;23222;144221;0.43;20.6;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;FOUR;365;181;61;9967;-28924;53550;0.11;8.7;51;11374;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;FOUR;365;0;22;2955;569;37662;0.03;2.4;365;24113;7;20.4;0;-20.4
2023-2024;L0.2_Pant5_CN_modif_20260519;FOUR;366;236;17;31109;62093;176560;0.35;15.8;81;23457;3;39.3;12.6;-26.6
2024-2025;L0.2_Pant5_CN_modif_20260519;FOUR;365;43;311;17847;21196;210358;0.2;11.8;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;FRENE;365;301;2;19429;5169;223864;0.71;8.5;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;FRENE;366;355;3;18685;9775;77427;0.68;7.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;FRENE;365;357;2;33139;18518;281079;1.21;10.8;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;FRENE;365;353;5;28915;17220;191710;1.06;9.6;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;FRENE;365;281;6;37617;-743;137021;1.37;17;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;FRENE;366;324;2;37306;12829;121613;1.36;13.2;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;FRENE;365;248;2;14077;-3840;198609;0.51;7.1;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;FRENE;365;233;10;20613;2135;72619;0.75;8.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;FRENE;365;269;9;16742;-1491;55161;0.61;7.5;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;FRENE;366;60;303;21638;3902;104741;0.79;10.1;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;FRENE;365;297;65;66204;12762;142980;2.42;20.4;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;FRENE;365;271;2;24088;-7388;262301;0.88;12;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;FRENE;365;271;8;10565;-157;79459;0.39;4.9;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;FRENE;366;305;8;77037;20156;229675;2.81;22.3;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;FRENE;365;35;302;38092;6704;282366;1.39;14.3;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;11;279;17981;19218;80756;0.21;4.5;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;366;0;123;17051;23368;3520;0.2;3.8;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;0;56;30547;48566;82062;0.35;5.6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;0;34;26078;45950;64504;0.3;4.9;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;17;138;46257;15679;103411;0.54;11.9;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;366;0;301;44199;17346;61544;0.51;8.9;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;0;365;13108;2588;12078;0.15;3.7;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;0;124;21356;7551;10323;0.25;5.1;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;0;282;13224;6371;31011;0.15;3.3;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;366;0;277;21892;13862;44502;0.25;5.8;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;61;57;78988;52808;58184;0.92;13.8;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;80;278;27642;12001;115292;0.32;7.8;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;0;365;11613;55;11668;0.13;3;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;366;76;102;111101;22658;77827;1.29;18.2;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;GRAND ETANG LA ROUE;365;44;61;37775;18123;92026;0.44;8;154;34355;6;35.8;18.7;-17.1
2010-2011;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;46;6408;29364;204652;0.04;5.1;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;366;0;73;5900;57096;50095;0.04;4.2;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;294;19198;50060;228388;0.13;11.4;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;365;23981;884;147261;0.16;14.5;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;162;36569;-24520;85327;0.24;30.2;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;366;38;72;13191;80327;80038;0.09;8.5;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;291;4093;40053;185861;0.03;3.8;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;365;18161;6395;48863;0.12;14;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;365;12890;1031;49484;0.09;10.5;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;366;0;168;13850;-10776;53257;0.09;11.8;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;52;62;25965;114920;87690;0.17;14.6;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;60;133;8563;6546;234656;0.06;7.8;51;80447;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;0;365;6149;28434;78516;0.04;5.2;179;31562;1;1.2;0;-1.2
2023-2024;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;366;84;100;61193;53008;130445;0.41;32.4;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;GRAND RONZUEL;365;30;18;12819;39290;217409;0.09;8.8;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;GRANGES;365;111;243;14153;8810;31484;0.7;6.6;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;GRANGES;366;0;105;13288;8451;11384;0.66;5.6;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;GRANGES;365;92;246;25255;11257;49691;1.25;8.8;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;GRANGES;365;0;140;22383;5517;13515;1.1;7.9;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;GRANGES;365;78;84;30610;5151;50146;1.51;14.8;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;GRANGES;366;101;25;28090;12067;27172;1.38;10.6;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;GRANGES;365;65;246;10079;4824;27887;0.5;5.4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;GRANGES;365;110;124;15458;-2062;3954;0.76;7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;GRANGES;365;0;213;11667;3067;17922;0.58;5.6;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;GRANGES;366;64;201;15248;5999;26665;0.75;7.6;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;GRANGES;365;86;272;55228;10620;66682;2.72;18.2;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;GRANGES;365;0;346;20213;-1354;18859;1;10.8;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;GRANGES;365;0;316;8086;7447;15533;0.4;4;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;GRANGES;366;0;366;70857;102;70959;3.49;22;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;GRANGES;365;0;365;30531;3;30534;1.51;12.3;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;LECHERE;365;0;160;6213;6418;22483;0.25;7.1;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;LECHERE;366;0;120;5705;9768;5995;0.23;5.9;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;LECHERE;365;0;303;13449;4418;29188;0.53;11.4;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;LECHERE;365;0;115;9565;11704;5663;0.38;8.3;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;LECHERE;365;20;63;12793;1600;29998;0.51;15.1;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;LECHERE;366;15;83;11838;13569;12198;0.47;11;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;LECHERE;365;0;189;4261;3451;19526;0.17;5.6;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;LECHERE;365;0;365;8751;-160;9988;0.35;9.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;LECHERE;365;0;152;5647;2494;4433;0.22;6.6;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;LECHERE;366;0;157;6385;3955;13259;0.25;7.8;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;LECHERE;365;64;78;21310;19019;19813;0.84;17.2;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;LECHERE;365;57;162;7754;2755;31815;0.31;10.1;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;LECHERE;365;0;365;4325;2791;7116;0.17;5.2;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;LECHERE;366;94;90;31189;11144;25587;1.23;23.6;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;LECHERE;365;25;62;11313;6724;29772;0.45;11.1;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;279;3608;13989;41178;0.07;5.2;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;366;0;120;3115;17010;2709;0.06;4;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;46;5286;35352;41023;0.1;5.7;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;280;7669;14547;39246;0.15;8.4;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;231;14910;1043;15953;0.29;22.4;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;366;0;65;6812;26915;17678;0.13;8;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;281;2372;11548;29969;0.05;4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;140;3740;2567;2568;0.07;5.2;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;329;2337;11082;12628;0.04;3.5;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;366;0;332;5188;13279;22996;0.1;8;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;110;18545;24466;12283;0.36;18.9;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;148;4308;8492;43528;0.08;7.1;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;355;2514;10007;12522;0.05;3.9;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;366;0;366;32788;1291;34079;0.63;31.5;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;LECHERE DU FRAYET;365;0;185;9005;-136;7285;0.17;11.2;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;179;58;12428;3063;13321;0.92;7.8;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;LES RAGES;366;79;115;12245;6100;20514;0.91;6.9;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;0;365;24076;58;24134;1.78;11.2;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;0;322;20563;1790;17962;1.52;9.7;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;248;59;25317;3622;33330;1.87;16.4;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;LES RAGES;366;249;74;24864;9989;34853;1.84;12.6;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;0;102;9130;1336;10466;0.68;6.6;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;0;365;15281;174;15454;1.13;9.2;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;0;365;11778;0;11778;0.87;7.5;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;LES RAGES;366;0;366;14930;422;14769;1.1;10;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;274;34;42729;9764;44861;3.16;18.8;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;231;59;15975;1762;25951;1.18;11.4;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;0;129;6760;2782;8843;0.5;4.5;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;LES RAGES;366;257;79;52636;13370;65867;3.89;21.8;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;LES RAGES;365;257;84;23187;6743;30093;1.72;12.5;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;38;27;129;33463;203317;0;3.3;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;LIGNIERE;366;296;26;125;63771;232830;0;2.9;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;323;19;226;117219;681266;0;4.3;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;322;20;192;106895;481513;0;3.8;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;272;19;388;-1733;764101;0;10.4;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;LIGNIERE;366;8;24;306;81775;233271;0;6.4;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;251;28;76;-21538;291597;0;2.3;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;90;25;166;17976;207846;0;4.1;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;0;28;94;-1396;147247;0;2.5;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;LIGNIERE;366;254;28;175;-15546;332880;0;4.8;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;0;329;25941;18234;478689;0.09;472;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;235;60;4105;-57120;322726;0.01;120.9;51;20116;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;222;28;73;1552;166510;0;2;365;76690;1;37.3;0;-37.3
2023-2024;L0.2_Pant5_CN_modif_20260519;LIGNIERE;366;299;16;821;125813;643095;0;14;366;56262;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;LIGNIERE;365;289;21;301;44770;598868;0;6.7;365;32968;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;93;258;12567;15098;62184;0.27;12;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;366;0;82;12246;16687;14419;0.26;10.5;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;74;262;27090;19736;119476;0.58;19.2;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;246;116;21454;16787;37646;0.46;15.6;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;99;99;20679;8065;99852;0.44;20.5;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;366;129;32;22393;23983;32161;0.48;17.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;55;13;9408;-6410;52467;0.2;10.4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;0;266;19022;5345;64180;0.41;17.6;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;0;327;13050;193;10636;0.28;12.8;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;366;0;58;12115;-4593;32638;0.26;12.4;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;232;29;34790;30752;71341;0.75;23.5;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;248;13;14501;-12311;80052;0.31;15.8;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;0;219;7087;7889;36656;0.15;7.2;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;366;241;51;42246;36303;121248;0.91;26.8;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;LONGEVAVRE;365;83;46;20570;11781;69697;0.44;16.9;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;46;246;6148;7345;23256;0.28;5.3;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;366;0;227;5529;3749;3144;0.25;4.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;29;103;9764;14835;24377;0.45;6.3;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;0;37;8470;13804;21236;0.39;5.6;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;53;152;14131;7328;28852;0.64;12.7;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;366;0;264;13757;5719;19476;0.63;9.7;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;0;365;4425;1581;4864;0.2;4.4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;0;134;6462;2350;8115;0.29;5.4;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;0;295;4557;6517;9660;0.21;4;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;366;0;292;7128;8031;18412;0.33;6.6;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;49;193;26243;6656;15179;1.2;16;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;94;242;7835;7716;33271;0.36;7.7;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;0;317;3087;7565;10021;0.14;2.8;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;366;85;91;28932;17248;36352;1.32;16.6;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;NEUF DE BURLAT;365;72;80;11707;5503;25386;0.53;8.7;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;0;340;8753;9136;115271;0.12;30.7;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;366;4;94;2933;35763;3162;0.04;9.2;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;247;43;5115;57775;177871;0.07;13.3;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;197;29;4442;53171;81514;0.06;11.8;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;240;11;5295;-1631;149461;0.07;19.2;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;366;0;343;21049;10203;85662;0.29;59.6;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;187;60;2247;-7086;10612;0.03;9.1;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;188;74;3198;12037;80932;0.04;10.8;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;0;36;2604;-824;29559;0.04;9.3;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;366;170;29;3052;-7086;23145;0.04;11.4;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;0;345;34375;8608;138141;0.48;84.8;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;158;60;3659;-21815;48370;0.05;14.6;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;156;59;1638;2315;19059;0.02;6.1;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;366;239;26;11018;68047;189732;0.15;25.6;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant5_CN_modif_20260519;ONDONNIERE;365;202;12;5124;22059;106231;0.07;15.4;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant5_CN_modif_20260519;PARADIS;365;82;247;10877;24546;687803;0.18;7.1;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant5_CN_modif_20260519;PARADIS;366;77;46;9989;25208;466571;0.17;5.9;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant5_CN_modif_20260519;PARADIS;365;283;14;17979;47856;1316692;0.3;8.7;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant5_CN_modif_20260519;PARADIS;365;86;248;20517;27981;794547;0.34;10.2;0;NA;0;NA;NA;NA
