"LAMBX";"LAMBY";"DATE";"PRENEI";"PRELIQ";"T";"FF";"Q";"DLI";"SSI";"HU";"EVAP";"ETP";"PE";"SWI";"SSWI_10J";"DRAINC";"RUNC";"RESR_NEIGE";"RESR_NEIGE6";"HTEURNEIGE";"HTEURNEIGE6";"HTEURNEIGEX";"SNOW_FRAC";"ECOULEMENT";"WG_RACINE";"WGI_RACINE";"TINF_H";"TSUP_H"
7960;21050;20100101;0,3;4,2;3,8;1,9;4,848;2863,7;93,5;93,6;0,6;0,2;3,9;0,999;0,315;2,3;0,7;0;0;0;0;0,001;0;0,3;0,333;0;1,7;5,8
7960;21050;20100102;0;0;-0,8;1,4;2,888;2138;641,8;79,1;0,7;0,6;-0,7;0,991;0,382;2,3;0;0;0,1;0;0;0;0;0;0,333;0,001;-1;1,5
7960;21050;20100103;3,7;0;-2,7;0,6;2,791;2253,3;97,9;87,7;0,1;0,2;3,6;0,98;0,389;2,2;0;0,4;0;0,004;0;0;0,1;0;0,326;0,005;-4,8;-0,4
7960;21050;20100104;1,1;0;-2,7;1,7;2,948;2655;62,5;92,7;0,1;0,2;1;0,971;0,399;2;0;4,3;3,6;0,037;0,031;0,037;0,9;0;0,321;0,009;-3,1;-2,3
7960;21050;20100105;0,8;0;-3;1;2,809;2507,9;403,6;90,6;0;0,4;0,8;0,962;0,419;1,9;0;4,8;4,7;0,04;0,039;0,041;0,9;0;0,32;0,009;-4;-2,5
7960;21050;20100106;0;0;-2,1;0,6;2,947;2252,5;468,5;88,7;0;0,3;0;0,955;0,44;1,8;0,1;5,1;5,3;0,041;0,044;0,044;0,9;0,4;0,319;0,009;-2,8;0,1
7960;21050;20100107;0;0;-2,4;1,3;2,852;2204,2;287,7;87,8;-0,1;0,3;0,1;0,948;0,439;1,7;0;5;5;0,04;0,04;0,04;0,9;0;0,316;0,01;-5,7;1,2
7960;21050;20100108;3,8;0,3;-1,9;4,1;3,049;2518,9;108,1;90,4;0,1;0,3;4;0,941;0,412;1,6;0;7,3;5;0,053;0,04;0,064;0,9;0;0,313;0,012;-2,2;-1,3
7960;21050;20100109;7;0;-4,4;2,8;2,466;2449,4;113,8;88,4;0,1;0,2;6,9;0,934;0,36;1,5;0;11,6;9;0,085;0,063;0,101;0,9;0;0,312;0,012;-4,8;-4,4
7960;21050;20100110;0,8;0;-4;0,5;2,523;2428,2;228,9;87,4;0;0,3;0,8;0,928;0,282;1,4;0;16,6;15,9;0,127;0,123;0,129;0,9;0;0,311;0,013;-4,5;-1,1
7960;21050;20100111;0,2;0;-6,3;0,6;2,145;2235,2;617,9;87;0;0,3;0,2;0,922;0,172;1,3;0;16,7;16,6;0,123;0,125;0,126;0,9;0;0,309;0,013;-11,8;-3
7960;21050;20100112;1,5;5,2;-2;2,1;2,965;2569,9;526,1;87,8;0,1;0,8;6,6;0,919;0,061;1,2;1,6;17,2;16,8;0,119;0,122;0,123;0,9;5,1;0,308;0,013;-4,3;2,2
7960;21050;20100113;0;3;1,9;2,7;4,305;2822,9;114,7;96,4;0;0,1;3;0,946;-0,021;1,4;2,8;14,1;17,9;0,077;0,109;0,124;0,9;8,1;0,311;0,012;0,3;2,6
7960;21050;20100114;0,8;10,5;0,5;0,8;3,929;2675,1;68,1;97,5;0;0;11,3;0,951;-0,072;1,4;3,4;12,4;12,5;0,061;0,063;0,064;0,8;9,5;0,316;0,011;-2;2,1
7960;21050;20100115;0;0;2,2;1,2;4,383;2784,9;241,5;96,7;0;0,3;0;0,982;-0,05;1,9;0,6;10,4;12,3;0,047;0,058;0,063;0,8;3,9;0,321;0,009;0,8;3,9
7960;21050;20100116;0;11,8;4,2;3,6;4,716;2792,4;186,3;89,7;-0,1;0,3;11,9;1,002;-0,001;2,3;3,8;4,6;8,4;0,019;0,036;0,04;0,7;14,1;0,325;0,007;0,5;6,3
7960;21050;20100117;0;0,9;5,3;1,8;4,963;2756,1;510,3;87,5;0,3;0,8;0,6;1,042;0,11;2,9;0,2;0;0,1;0;0;0,009;0;0,1;0,337;0,004;2,4;9,2
7960;21050;20100118;0;0;2,6;1,3;4,167;2544,4;708,7;89,7;0,7;0,8;-0,7;1,028;0,22;2,9;0;0;0;0;0;0;0;0;0,339;0;-0,3;8,9
7960;21050;20100119;0;0,4;-1,3;0,6;3,451;2743,8;376,3;98;0,4;0,4;0;1,013;0,332;3;0;0;0;0;0;0;0;0;0,337;0;-2,8;-0,1
7960;21050;20100120;0;5;0,6;1,2;4,034;2784;131,2;98,9;0,2;0,2;4,8;1,009;0,444;2,9;0,8;0;0;0;0;0;0;0;0,334;0;-1,7;2,7
7960;21050;20100121;0;0;2;0,7;4,235;2544,1;515,2;94;0,5;0,5;-0,5;1,005;0,568;2,8;0;0;0;0;0;0;0;0;0,336;0;1,3;5,7
7960;21050;20100122;0;0;-0,5;0,2;3,698;2877,7;238,1;98,5;0,4;0,4;-0,4;0,991;0,681;2,6;0;0;0;0;0;0;0;0;0,333;0;-1,8;0,4
7960;21050;20100123;0;0;1,5;0,8;4,035;2802,8;345,5;93,2;0,4;0,5;-0,4;0,979;0,72;2,4;0;0;0;0;0;0;0;0;0,332;0;-0,6;3,6
7960;21050;20100124;0;3,7;3,4;0,6;4,569;2477,4;341,7;92,4;0;0,2;3,7;0,97;0,731;2,3;0,5;0;0;0;0;0;0;0;0,33;0;0,7;6,8
7960;21050;20100125;0;0,1;2,9;2,2;4,283;2683,5;334,9;89,7;0,4;0,5;-0,3;0,971;0,69;2,1;0;0;0;0;0;0;0;0;0,33;0;2;4,4
7960;21050;20100126;0;0;0,4;3,9;3,425;2503;389,8;85,7;0,6;0,6;-0,6;0,96;0,621;2;0;0;0;0;0;0;0;0;0,329;0;0,4;1
7960;21050;20100127;0;0;-3;1,7;2,568;2440,7;530,9;82,9;0,5;0,5;-0,5;0,949;0,495;1,9;0;0;0;0;0;0;0;0;0,324;0,003;-4,2;-2,5
7960;21050;20100128;1,1;0;-2;0,6;3,12;2540,1;96,1;92,5;0;0,1;1,1;0,94;0,38;1,8;0;1,1;0;0,009;0;0,01;0,7;0;0,319;0,006;-3;-1
7960;21050;20100129;1,2;3,7;0,7;2,4;3,839;2683,9;109,2;94,1;0;0,2;4,9;0,942;0,3;1,6;0,8;0,9;1,1;0,006;0,009;0,015;0,5;3,9;0,316;0,008;-1,2;2,7
7960;21050;20100130;1,3;0;-0,3;1,4;3,295;2509,5;272,4;86,3;0,3;0,3;1;0,948;0,246;1,5;0;0,3;0,1;0,002;0,001;0,004;0,2;0,3;0,321;0,006;-0,6;0,3
7960;21050;20100131;0;0;-3,7;1,3;2,523;2088,8;654;86;0;0,4;0;0,941;0,198;1,5;0;1;1,1;0,008;0,009;0,009;0,7;0,1;0,317;0,009;-6,4;1
7960;21050;20100201;1,9;0;-3,6;1,1;2,617;2121,9;530,2;87;0;0,1;1,9;0,935;0,163;1,4;0;1,2;0,9;0,009;0,008;0,008;0,7;0;0,31;0,014;-8,5;-0,4
7960;21050;20100202;0;0;0,8;2,4;3,466;2356,1;540,7;84,6;0;0,4;0;0,93;0,149;1,3;0,1;2,6;2,9;0,02;0,022;0,022;0,8;0,4;0,307;0,017;-2,3;2,8
7960;21050;20100203;0;0;2,7;1,6;3,506;2536,1;583,5;74,9;0;1,1;0;0,93;0,147;1,3;0,3;1;2,5;0,007;0,019;0,02;0,4;2,1;0,306;0,016;1,9;6,4
7960;21050;20100204;0;7,9;5,7;3,4;4,538;2468,6;546,2;77,4;-0,1;0,6;8;0,932;0,139;1,2;1,4;0,3;0,4;0,002;0,003;0,003;0,2;1;0,308;0,015;-2;10,3
7960;21050;20100205;0;17,7;4,7;2;5,124;2967,9;119,8;94,1;0,1;0,3;17,6;0,984;0,206;1,5;3;0;0;0;0;0,001;0;0;0,321;0,006;3,5;5,9
7960;21050;20100206;0;3,6;4,4;1,5;4,986;2795,3;505,1;93,9;0,4;0,7;3,2;1,013;0,31;2,4;0,6;0;0;0;0;0;0;0;0,335;0,001;2,8;7,2
7960;21050;20100207;0;0;2,9;2,7;4,36;2621;480,2;91,5;0,5;0,5;-0,5;1,007;0,405;2,3;0;0;0;0;0;0;0;0;0,336;0;2,4;4,3
7960;21050;20100208;0,7;0,1;1,4;0,8;3,955;2669,1;480,2;92,2;0,5;0,5;0,3;0,994;0,488;2,4;0,1;0;0;0;0;0;0;0,5;0,334;0;0,3;3,1
7960;21050;20100209;10,3;1,2;0,2;1,2;3,796;2775,2;97,5;96,6;0,3;0,2;11,2;1,002;0,578;2,5;1,1;1,2;0,2;0,008;0,002;0,01;0,5;7;0,332;0;0,1;0,5
7960;21050;20100210;0;0;-4,1;3,2;2,587;2307,1;468,5;88,6;0,1;0,3;-0,1;1,001;0,671;2,5;0;3,9;4;0,025;0,025;0,025;0,9;0;0,335;0;-5,9;-2,1
7960;21050;20100211;0,1;0;-5,6;3,6;2,136;2037,6;430,7;83,1;0,1;0,3;0;0,99;0,759;2,4;0;3,9;3,9;0,025;0,025;0,025;0,9;0;0,327;0,006;-8,3;-3,5
7960;21050;20100212;0;0;-3,3;2,7;2,623;2306,8;293,4;86,1;0;0,4;0;0,98;0,837;2,2;0;3,9;3,9;0,025;0,025;0,025;0,9;0;0,321;0,011;-4,3;-1,6
7960;21050;20100213;0;0;-3;1,6;2,525;2178,3;907;81,6;0,1;0,7;-0,1;0,972;0,901;2;0,3;3,2;3,9;0,02;0,025;0,025;0,8;1;0,316;0,014;-6;0,8
7960;21050;20100214;0;0;-2,4;1,4;2,678;2292,6;452,4;82,7;0;0,4;0;0,965;0,934;1,9;0;2,9;2,9;0,018;0,018;0,018;0,8;0;0,313;0,016;-3,2;-1,1
7960;21050;20100215;0;0;-3,4;0,7;2,386;2352,2;699,2;79,3;0,2;0,8;-0,2;0,958;0,874;1,7;0,1;2,6;2,9;0,016;0,018;0,018;0,8;0,3;0,31;0,018;-3,7;-0,6
7960;21050;20100216;5;2,2;-1,6;0,6;2,875;2436,7;603,9;83,1;0,1;0,5;7,1;0,951;0,774;1,6;1;3,1;2,4;0,019;0,015;0,015;0,8;1,9;0,307;0,02;-8,1;1,9
7960;21050;20100217;0;4,2;3,6;0,8;4,769;2770,1;250,9;94,1;-0,1;0,2;4,3;0,96;0,688;1,4;2,4;5,2;7,4;0,031;0,048;0,049;0,8;8,1;0,308;0,018;0,1;6,1
7960;21050;20100218;0;4,1;8,2;1,2;5,861;2778,7;836;85,4;0,1;1,2;4;0,982;0,647;1,7;2;0,3;2,5;0,002;0,013;0,022;0,1;3,5;0,315;0,015;5,4;12,3
7960;21050;20100219;0;6,5;4,5;1,1;4,925;2739,7;117,4;91,3;0;0,2;6,5;1,002;0,627;2,3;1,1;0;0;0;0;0;0;0;0,33;0,003;3,5;5,6
7960;21050;20100220;0,9;0,2;2,1;1,7;3,665;2430,5;472,7;81,7;0,2;0,6;0,9;0,997;0,611;2,1;0,2;0,1;0;0;0;0,002;0;0,9;0,332;0,002;0,1;6
7960;21050;20100221;0;1,3;6;3,4;4,321;2520,8;627,8;74,1;0,5;1,2;0,8;0,99;0,617;2,2;0,2;0;0;0;0;0,002;0;0;0,333;0;0,8;10,6
7960;21050;20100222;0;3,4;9,2;4,5;5,736;2496,7;610,6;78;0,3;1,5;3,1;0,984;0,652;2,2;0,5;0;0;0;0;0;0;0;0,332;0;6,2;13,5
7960;21050;20100223;0;4,5;9,2;2,7;6,532;2892,6;210,7;88,6;0;0,7;4,5;0,994;0,721;2,3;0,7;0;0;0;0;0;0;0;0,332;0;7,8;11,9
7960;21050;20100224;0;2,6;8,5;2,4;5,814;2637,2;323,7;82,2;0,1;1;2,5;0,999;0,82;2,4;0,4;0;0;0;0;0;0;0;0,333;0;7;12,2
7960;21050;20100225;0;9,6;8,5;3,8;5,788;2909,7;238,6;81,7;0,4;1;9,2;1,007;0,944;2,6;1,5;0;0;0;0;0;0;0;0,333;0;7,3;9,9
7960;21050;20100226;0;1;7,5;2;4,907;2698,1;506;74,3;0,8;1,2;0,2;1,011;1,074;2,7;0,1;0;0;0;0;0;0;0;0,337;0;7,4;10,3
7960;21050;20100227;0;1,2;7,2;4,8;4,222;2326,1;735,2;66,7;0,9;1,7;0,3;0,999;1,176;2,6;0,2;0;0;0;0;0;0;0;0,335;0;1,8;12,5
7960;21050;20100228;0;0,2;10,9;3,8;5,355;2681,7;859,4;64,8;1,3;2,6;-1,1;0,986;1,235;2,5;0;0;0;0;0;0;0;0;0,333;0;8,9;15,3
7960;21050;20100301;0;1;5,5;0,8;4,444;2392,1;724,3;79,2;0,4;0,6;0,6;0,974;1,246;2,3;0,1;0;0;0;0;0;0;0;0,331;0;-0,4;11,4
7960;21050;20100302;0;0;7,4;1,6;5,035;2649,2;913,2;78,4;1,1;1,5;-1,1;0,963;1,224;2,2;0;0;0;0;0;0;0;0;0,33;0;4,5;12,8
7960;21050;20100303;0;2,5;4;0,7;4,715;2608,3;314,8;91,5;0,3;0,1;2,2;0,953;1,208;2;0,3;0;0;0;0;0;0;0;0,327;0;0,3;5,9
7960;21050;20100304;0;1;3,1;1,6;4,194;2631,1;220,3;86,6;0,4;0,4;0,6;0,954;1,164;1,9;0,1;0;0;0;0;0;0;0;0,327;0;2,3;5,2
7960;21050;20100305;0;0;0,9;3,5;2,535;1861;1672,4;62,5;1,8;1,9;-1,8;0,941;1,081;1,8;0;0;0;0;0;0;0;0;0,324;0,002;-1,5;5,6
7960;21050;20100306;0,1;0;-1,3;1,2;2,681;2231;570,5;76,5;0,3;0,5;-0,2;0,93;0,986;1,7;0;0;0;0;0;0,001;0;0;0,319;0,005;-5,3;2,8
7960;21050;20100307;0,1;0;-1,8;1,3;2,697;2213,1;827,2;79,9;0,5;0,7;-0,4;0,922;0,865;1,6;0;0;0,1;0;0,001;0,002;0;0,2;0,317;0,005;-4,8;1,4
7960;21050;20100308;0;0;-0,4;3,2;2,221;1945,6;1700;61,2;1,4;1,8;-1,4;0,91;0,697;1,4;0;0;0;0;0;0;0;0;0,316;0,006;-4,4;4,3
7960;21050;20100309;0;0;-1,7;5;1,688;1761,6;1619,6;50;1,3;2;-1,3;0,898;0,52;1,3;0;0;0;0;0;0;0;0;0,313;0,006;-4,6;2
7960;21050;20100310;0;0;-1,8;2,1;2,146;2003;755,2;63,3;0,4;0,9;-0,4;0,889;0,373;1,3;0;0;0;0;0;0;0;0;0,31;0,008;-3,9;0,2
7960;21050;20100311;0,1;0;-1,4;1,8;2,895;2318;963,5;82,6;0,4;0,8;-0,3;0,882;0,274;1,2;0;0;0;0;0;0,001;0;0;0,307;0,01;-4,1;1,2
7960;21050;20100312;0;0;0,1;1,9;2,993;2125,8;1559,3;77,9;1;1,4;-1;0,874;0,212;1,1;0;0;0,1;0;0,001;0,001;0;0,1;0,308;0,008;-2,9;4,9
7960;21050;20100313;0;0;1,3;2,6;2,975;2013,6;1662,2;72;1,2;1,6;-1,2;0,864;0,153;1;0;0;0;0;0;0;0;0;0,308;0,006;-5,1;8,5
7960;21050;20100314;0;0;2,7;2,2;3,259;2224,8;1379,9;70,5;1,3;1,6;-1,3;0,854;0,082;1;0;0;0;0;0;0;0;0;0,31;0,003;-1,4;7,7
7960;21050;20100315;0;0;4,3;2,2;3,815;2308,4;1419,7;73,4;1,4;1,8;-1,4;0,844;0,023;0,9;0;0;0;0;0;0;0;0;0,309;0,003;0,1;10,4
7960;21050;20100316;0;0;4,4;1,2;3,556;2246,1;1471,9;70,6;1,5;1,8;-1,5;0,834;-0,019;0,9;0;0;0;0;0;0;0;0;0,309;0,001;-1,2;12,8
7960;21050;20100317;0;0;8;2,7;3,552;2234,3;1497,7;56,9;1,6;2,5;-1,6;0,823;-0,06;0,8;0;0;0;0;0;0;0;0;0,307;0,001;-1;16,7
7960;21050;20100318;0;0;10,2;4,1;4,342;2258;1481,5;56,5;1,8;2,9;-1,8;0,812;-0,105;0,8;0;0;0;0;0;0;0;0;0,307;0;4,5;16
7960;21050;20100319;0;1,9;12,8;4,4;5,753;2701,3;1230;62;1,6;3;0,3;0,803;-0,154;0,7;0,2;0;0;0;0;0;0;0;0,305;0;7,6;17,3
7960;21050;20100320;0;5,4;12,3;4,5;7,297;2882,1;173,4;80;0,2;1,1;5,2;0,812;-0,192;0,7;0,5;0;0;0;0;0;0;0;0,304;0;10,7;13,5
7960;21050;20100321;0;1,6;12,3;2,3;7,423;3062,2;502,2;82,1;0,7;1,5;0,9;0,825;-0,215;0,6;0,2;0;0;0;0;0;0;0;0,307;0;11,3;16,3
7960;21050;20100322;0;0;8,5;0,7;5,549;2653,6;1155,6;79,4;1,3;1,5;-1,3;0,818;-0,249;0,6;0;0;0;0;0;0;0;0;0,307;0;4,3;13,9
7960;21050;20100323;0;0;9,7;0,7;5,235;2494,3;1874,3;69,4;2,3;2,4;-2,3;0,806;-0,288;0,6;0;0;0;0;0;0;0;0;0,306;0;1,3;16,5
7960;21050;20100324;0;0;13,5;3,2;6,888;2705,7;961,1;71,7;1,1;2,1;-1,1;0,797;-0,335;0,6;0;0;0;0;0;0;0;0;0,304;0;8,9;19
7960;21050;20100325;0;15,8;14,1;4,8;6,618;2539,9;1304,3;65,7;2;3,1;13,8;0,797;-0,362;0,6;1,7;0;0;0;0;0;0;0;0,303;0;11;18,5
7960;21050;20100326;0;18,7;8,8;2,3;6,114;2902,1;628,2;84,7;1,4;1;17,3;0,894;-0,186;1;2,5;0;0;0;0;0;0;0;0,31;0;6,6;10,5
7960;21050;20100327;0;9,9;7,7;2,8;5,897;2739;514,7;88,1;0,9;0,6;9;0,92;0,046;1;1,4;0;0;0;0;0;0;0;0,32;0;5,3;9,2
7960;21050;20100328;0;1,6;9,6;2;6,658;2887,7;289,9;87,5;0,3;0,5;1,3;0,936;0,263;1,2;0,2;0;0;0;0;0;0;0;0,324;0;7,4;11,5
7960;21050;20100329;0;0;12,6;3,5;6,081;2641,4;1067,3;67,8;1,6;2,5;-1,6;0,927;0,431;1,1;0;0;0;0;0;0;0;0;0,324;0;8;19,2
7960;21050;20100330;0;11,1;8,3;3;5,246;2771,9;370,9;75,9;1;1,2;10,1;0,944;0,537;1,4;1,5;0;0;0;0;0;0;0;0,322;0;7,7;9,6
7960;21050;20100331;0;8,3;8,2;2,6;5,018;2495,1;864,1;73,4;1,2;1,5;7,1;0,955;0,622;1,5;1,2;0;0;0;0;0;0;0;0,327;0;5,5;13,1
7960;21050;20100401;0;0,8;5,6;1,2;4,649;2659,1;1330,1;80,8;1,9;1,8;-1,1;0,967;0,734;1,7;0,1;0;0;0;0;0;0;0;0,33;0;3,3;9,5
7960;21050;20100402;0;1,2;8,6;2,6;4,602;2397,6;1148,1;67,7;1,4;1,8;-0,2;0,954;0,86;1,6;0,1;0;0;0;0;0;0;0;0,328;0;1,8;14,7
7960;21050;20100403;0;9,9;9,8;3,6;6,039;2726,2;575,7;79,1;0,8;1,3;9,1;0,96;0,999;1,8;1,4;0;0;0;0;0;0;0;0,327;0;7,4;13,5
7960;21050;20100404;0;0,4;8,3;2,1;5,139;2614;1512,4;75,2;2,3;2,5;-1,9;0,968;1,155;1,8;0;0;0;0;0;0;0;0;0,331;0;6,7;13,3
7960;21050;20100405;0;0;6,7;1,4;4,388;2451,4;1849,4;72,6;2,5;2,4;-2,5;0,95;1,209;1,7;0;0;0;0;0;0;0;0;0,328;0;2,6;12,3
7960;21050;20100406;0;0;10,5;2,5;4,79;2400,9;1964,9;62,9;2,7;3,1;-2,7;0,931;1,223;1,7;0;0;0;0;0;0;0;0;0,325;0;1,7;18,6
7960;21050;20100407;0;8,2;11,1;2,6;5,597;2697,3;486,6;69,2;0,4;1,9;7,8;0,926;1,21;1,6;1,1;0;0;0;0;0;0;0;0,322;0;8,5;16,4
7960;21050;20100408;0;0,1;8,9;2,1;6,768;2935,6;470,5;93,4;0,5;0,6;-0,4;0,942;1,231;1,5;0;0;0;0;0;0;0;0;0,326;0;7,5;9,8
7960;21050;20100409;0;0;11,8;1,9;7,206;2905,3;1597,1;82,4;2,2;2,5;-2,2;0,928;1,222;1,5;0;0;0;0;0;0;0;0;0,325;0;9,1;14,8
7960;21050;20100410;0;0;10,5;2;6;2590,1;1971,4;75,9;2,8;2,8;-2,8;0,91;1,188;1,4;0;0;0;0;0;0;0;0;0,322;0;5,4;16,6
7960;21050;20100411;0;0;8,8;4,2;4,378;2254,9;2185,5;62,8;3,4;3,5;-3,4;0,89;1,114;1,3;0;0;0;0;0;0;0;0;0,319;0;5,4;14
7960;21050;20100412;0;0,1;6,8;2,5;4,451;2539,3;1175,9;72;1,6;1,9;-1,5;0,875;1,022;1,3;0;0;0;0;0;0;0;0;0,316;0;2,8;11,9
7960;21050;20100413;0;0,1;7,2;1,4;4,771;2428,6;2040,2;75,6;2,4;2,6;-2,3;0,861;0,896;1,2;0;0;0;0;0;0;0;0;0,314;0;2,9;12,9
7960;21050;20100414;0;0;8,1;1,7;4,946;2413;2272,8;73,9;2,6;2,9;-2,6;0,845;0,755;1,1;0;0;0;0;0;0;0;0;0,312;0;2;14,9
7960;21050;20100415;0;0;8,9;1,5;5,088;2376,3;1554;71,9;1,6;2;-1,6;0,832;0,635;1;0;0;0;0;0;0;0;0;0,31;0;3,6;14,7
7960;21050;20100416;0;0;10,1;2,3;5,306;2425,9;2142,9;69,5;2,6;3;-2,6;0,818;0,531;0,9;0;0;0;0;0;0;0;0;0,308;0;3,8;16,6
7960;21050;20100417;0;0;10,9;0,8;5,496;2430;2514,6;67,9;2,9;3,3;-2,9;0,802;0,447;0,8;0;0;0;0;0;0;0;0;0,306;0;3,1;17,5
7960;21050;20100418;0;0;13,6;1,4;6,248;2529,4;2395,9;65,5;3;3,8;-3;0,785;0,355;0,8;0;0;0;0;0;0;0;0;0,303;0;7,9;20,2
7960;21050;20100419;0;0;14,2;1,1;6,04;2549,9;2322,3;60,7;2,9;3,7;-2,9;0,769;0,274;0,7;0;0;0;0;0;0;0;0;0,301;0;8,1;20,3
7960;21050;20100420;0;0;13;0,6;6,081;2601,4;1394,3;65,8;1,6;2,1;-1,6;0,758;0,207;0,6;0;0;0;0;0;0;0;0;0,298;0;7,6;20
7960;21050;20100421;0;0;13,2;1,2;6,035;2527,3;1683,9;64,9;1,9;2,6;-1,9;0,747;0,159;0,6;0;0;0;0;0;0;0;0;0,297;0;6,8;20,5
7960;21050;20100422;0;0,2;13,6;1,7;5,833;2485,7;1959,3;60,7;2,3;3,1;-2,1;0,735;0,119;0,5;0;0;0;0;0;0;0;0;0,295;0;6,4;20,1
7960;21050;20100423;0;0;12,9;1,2;6,275;2600,4;849;67;0,6;1,3;-0,6;0,728;0,081;0,5;0;0;0;0;0;0;0;0;0,293;0;9,5;16
7960;21050;20100424;0;0;14,6;1,2;6,092;2598,3;2111,6;61,4;2,7;3,7;-2,7;0,717;0,042;0,5;0;0;0;0;0;0;0;0;0,293;0;8,3;22,5
7960;21050;20100425;0;0;16,5;1,4;6,636;2658;1975,8;58,9;2,6;3,7;-2,6;0,703;-0,001;0,4;0;0;0;0;0;0;0;0;0,29;0;8,1;25
7960;21050;20100426;0;0;15,8;2,5;7,046;2561,8;1855,6;63,9;2,3;3,5;-2,3;0,691;-0,046;0,4;0;0;0;0;0;0;0;0;0,288;0;12,4;21,3
7960;21050;20100427;0;0;15;2,4;6,643;2612,2;2523,7;63,1;2,9;4,4;-2,9;0,677;-0,092;0,4;0;0;0;0;0;0;0;0;0,287;0;8,3;21,7
7960;21050;20100428;0;0;17,1;1,1;6,915;2706,4;2274,7;58;2,6;3,9;-2,6;0,664;-0,139;0,4;0;0;0;0;0;0;0;0;0,285;0;8,5;22,8
7960;21050;20100429;0;0,9;19,8;4,3;6,83;2666,1;2134,5;48,1;2,9;6;-2;0,65;-0,188;0,3;0;0;0;0;0;0;0;0;0,283;0;15,9;25,3
7960;21050;20100430;0;10,2;15,6;1,5;8,873;3071,2;648,3;79,6;1,1;1,5;9,1;0,662;-0,234;0,3;0,7;0;0;0;0;0;0;0;0,281;0;13,2;18,5
7960;21050;20100501;0;11,1;12,9;0,9;8,8;3263,1;395,9;93;1;0,8;10,1;0,704;-0,264;0,3;0,9;0;0;0;0;0;0;0;0,286;0;10,5;14,6
7960;21050;20100502;0;7;11,7;0,7;7,826;3073,7;634,6;89,6;1,4;1;5,6;0,738;-0,288;0,3;0,6;0;0;0;0;0;0;0;0,292;0;11,3;12,9
7960;21050;20100503;0;3,9;10,1;3,2;6,278;2638,7;1501,2;80,3;2,7;2,2;1,2;0,739;-0,316;0,3;0,3;0;0;0;0;0;0;0;0,295;0;8,5;13,6
7960;21050;20100504;0;1,5;9,3;5,5;6,135;2941,9;442,4;82,2;1,1;1,4;0,4;0,745;-0,34;0,3;0,1;0;0;0;0;0;0;0;0,296;0;6,4;12,5
7960;21050;20100505;0;7,5;6,6;2,9;5,814;3030,8;646;93,5;1,9;0,9;5,6;0,755;-0,345;0,3;0,7;0;0;0;0;0;0;0;0,296;0;5,5;7,3
7960;21050;20100506;0;1,9;6,4;1,1;5,645;2931,9;665,7;92,6;1;0,9;0,9;0,768;-0,318;0,4;0,2;0;0;0;0;0;0;0;0,299;0;5,5;7,3
7960;21050;20100507;0;0;10;0,6;6,054;2821,2;1490,3;78,8;2,1;2,2;-2,1;0,761;-0,281;0,3;0;0;0;0;0;0;0;0;0,299;0;6,3;13,4
7960;21050;20100508;0;0,1;12,1;2,1;6,649;2592,1;1571,8;75;2,1;2,2;-2;0,751;-0,241;0,3;0;0;0;0;0;0;0;0;0,297;0;7,6;16,1
7960;21050;20100509;0;3,1;12,7;1,7;7,768;2865,7;414,8;83,3;0,1;0,8;3;0,749;-0,2;0,3;0,3;0;0;0;0;0;0;0;0,296;0;10,4;15,3
7960;21050;20100510;0;5,7;15,2;2,2;8,882;2940,9;1909,4;81,9;2,9;3,2;2,8;0,751;-0,158;0,3;0,6;0;0;0;0;0;0;0;0,297;0;12,1;19,8
7960;21050;20100511;0;27,5;11,9;1,1;8,097;3065,9;692;91,1;1,2;1,1;26,3;0,845;-0,068;1,1;3,5;0;0;0;0;0;0;0;0,299;0;11,6;13,4
7960;21050;20100512;0;0,1;10,4;2,3;7,246;2841,3;1362,2;90,5;1,9;1,8;-1,8;0,855;0,028;0,6;0;0;0;0;0;0;0;0;0,313;0;9,2;13
7960;21050;20100513;0;0;9,4;3,1;5,995;2638,3;1506,8;80,1;2,1;2,1;-2,1;0,844;0,132;0,5;0;0;0;0;0;0;0;0;0,311;0;7;12,4
7960;21050;20100514;0;0;9,6;2,6;5,742;2584,6;670,1;76;0,7;1,1;-0,7;0,837;0,242;0,5;0;0;0;0;0;0;0;0;0,31;0;6,6;13
7960;21050;20100515;0;0,4;9,2;3,4;5,83;2611,3;738,1;78,7;1;1,2;-0,6;0,832;0,35;0,5;0;0;0;0;0;0;0;0;0,309;0;7,1;11,5
7960;21050;20100516;0;0;10,7;1,6;5,458;2665;1491,7;67,6;2,2;2,5;-2,2;0,822;0,433;0,5;0;0;0;0;0;0;0;0;0,308;0;7,8;13,9
7960;21050;20100517;0;0,2;11,5;1,7;6,11;2670;2403,1;72,1;3,4;3,6;-3,2;0,807;0,504;0,5;0;0;0;0;0;0;0;0;0,306;0;8,3;15,1
7960;21050;20100518;0;0;12,2;2,7;5,876;2553,7;2347,4;66,9;3,5;3,6;-3,5;0,79;0,564;0,5;0;0;0;0;0;0;0;0;0,304;0;6,8;17
7960;21050;20100519;0;0;12;4,9;5,052;2518,6;1821,6;57,9;2,9;3,9;-2,9;0,774;0,605;0,5;0;0;0;0;0;0;0;0;0,301;0;8,4;16,3
7960;21050;20100520;0;0;12,8;4,7;6,246;2731,2;1540,6;66,6;2,4;3,3;-2,4;0,76;0,635;0,5;0;0;0;0;0;0;0;0;0,299;0;8,8;17
