LAMBX;LAMBY;DATE;PRENEI;PRELIQ;T;FF;Q;DLI;SSI;HU;EVAP;ETP;PE;SWI;SSWI_10J;DRAINC;RUNC;RESR_NEIGE;RESR_NEIGE6;HTEURNEIGE;HTEURNEIGE6;HTEURNEIGEX;SNOW_FRAC;ECOULEMENT;WG_RACINE;WGI_RACINE;TINF_H;TSUP_H
804000;2105000;20100101;0,3;4,2;3,6;1,8;4,794;2853,9;94,8;93,6;0,6;0,1;3,9;1,023;0,368;2,3;0,7;0;0;0;0;0,001;0;0,3;0,341;0;1,4;5,7
804000;2105000;20100102;0;0;-0,9;1,4;2,854;2121,7;641,2;79;0,6;0,6;-0,6;1,016;0,432;2,3;0;0;0,1;0;0;0;0;0,1;0,341;0,001;-1,1;1,4
804000;2105000;20100103;3,7;0;-2,8;0,6;2,77;2242,2;97,6;87,9;0,1;0,2;3,6;1,004;0,436;2,3;0;0,4;0;0,004;0;0;0,1;0;0,334;0,006;-5,1;-0,5
804000;2105000;20100104;1,2;0;-2,9;1,7;2,919;2652,9;62,4;92,8;0,1;0,2;1,1;0,994;0,445;2,2;0;4,4;3,7;0,037;0,032;0,038;0,8;0;0,329;0,01;-3,3;-2,5
804000;2105000;20100105;0,8;0;-3,2;1;2,787;2479,9;403,4;90,8;0;0,3;0,8;0,985;0,465;2;0;4,9;4,7;0,041;0,04;0,042;0,9;0;0,327;0,01;-4,2;-2,7
804000;2105000;20100106;0;0;-2,3;0,6;2,925;2220,2;468,1;88,8;0;0,2;0;0,977;0,48;1,9;0;5,3;5,5;0,043;0,045;0,045;0,9;0,3;0,326;0,01;-3,1;-0,1
804000;2105000;20100107;0;0;-2,5;1,2;2,837;2167,8;287,5;87,6;-0,1;0,3;0,1;0,97;0,482;1,7;0;5,2;5,2;0,042;0,042;0,042;0,8;0;0,323;0,012;-5,7;1,3
804000;2105000;20100108;4;0,1;-2,2;4;2,996;2499,5;108,9;90,3;0,1;0,3;4;0,962;0,447;1,6;0;7,6;5,2;0,056;0,042;0,067;0,9;0;0,32;0,014;-2,5;-1,5
804000;2105000;20100109;7,1;0;-4,8;2,7;2,404;2434,8;114,2;88,2;0,1;0,2;7;0,955;0,391;1,5;0;11,9;9,3;0,088;0,067;0,105;0,9;0;0,318;0,014;-5,1;-4,7
804000;2105000;20100110;0,8;0;-4,3;0,5;2,461;2407,8;229,1;87,1;0;0,3;0,8;0,949;0,307;1,4;0;17;16,3;0,131;0,127;0,133;0,9;0;0,316;0,015;-4,8;-1,4
804000;2105000;20100111;0,2;0;-6,5;0,6;2,112;2206,8;617,4;87;0;0,3;0,2;0,942;0,198;1,3;0;17,1;17;0,127;0,129;0,129;0,9;0;0,315;0,016;-12;-3,3
804000;2105000;20100112;1,6;5,2;-2,2;2;2,947;2563,6;525,7;88;0,1;0,7;6,7;0,938;0,067;1,3;1,8;17,6;17,2;0,123;0,126;0,128;0,9;4,8;0,314;0,016;-4,5;2
804000;2105000;20100113;0;3;1,8;2,7;4,269;2807,1;116,2;96,3;0;0,1;3;0,964;-0,032;1,3;2,9;15,1;18,6;0,083;0,115;0,13;0,9;7,7;0,316;0,014;0,2;2,4
804000;2105000;20100114;0,9;10,6;0,3;0,8;3,897;2666,6;68;97,7;0;0;11,5;0,967;-0,085;1,3;5,7;13,7;13,7;0,069;0,071;0,072;0,8;9,9;0,321;0,013;-2,3;1,9
804000;2105000;20100115;0;0;2;1,2;4,338;2768,1;241,3;96,8;0;0,3;0;0,989;-0,079;1,6;0,7;11,8;13,5;0,054;0,065;0,071;0,8;3,4;0,325;0,012;0,6;3,7
804000;2105000;20100116;0;11,9;4;3,5;4,696;2787,7;186,2;90,3;-0,1;0,3;12;1,007;-0,048;1,8;5,2;6,9;10,2;0,029;0,044;0,048;0,8;17,1;0,328;0,009;0,3;6,1
804000;2105000;20100117;0;0,9;5,1;1,8;4,916;2742,5;509,9;87,6;0,1;0,7;0,8;1,054;0,04;2,4;0,6;0,2;2,2;0,001;0,009;0,02;0,1;2,6;0,339;0,007;2,2;8,9
804000;2105000;20100118;0;0;2,4;1,3;4,128;2523,5;708,2;89,8;0,7;0,8;-0,7;1,042;0,128;2,6;0;0;0;0;0;0;0;0;0,345;0,001;-0,4;8,6
804000;2105000;20100119;0;0,4;-1,5;0,6;3,444;2728,8;376;98,4;0,4;0,4;0;1,029;0,217;2,8;0;0;0;0;0;0;0;0;0,343;0;-3;-0,2
804000;2105000;20100120;0;5,1;0,4;1,2;4;2766,7;132,2;99;0,1;0,2;5;1,026;0,314;2,7;0,8;0;0;0;0;0;0;0;0,341;0,001;-1,9;2,6
804000;2105000;20100121;0;0;1,8;0,7;4,199;2507,3;514,9;94,2;0,4;0,4;-0,4;1,022;0,427;2,7;0;0;0;0;0;0;0;0;0,343;0;1,2;5,4
804000;2105000;20100122;0;0;-0,6;0,2;3,684;2876,4;237,9;98,9;0,3;0,4;-0,3;1,009;0,538;2,6;0;0;0;0;0;0;0;0;0,34;0,001;-1,9;0,2
804000;2105000;20100123;0;0;1,4;0,8;4,04;2791,9;345,2;93,7;0,3;0,5;-0,3;0,996;0,58;2,4;0;0;0;0;0;0;0;0;0,339;0;-0,7;3,5
804000;2105000;20100124;0;3,8;3,3;0,6;4,549;2447,5;341,5;92,5;0;0,2;3,8;0,988;0,601;2,2;0,5;0;0;0;0;0;0;0;0,337;0;0,7;6,6
804000;2105000;20100125;0;0,1;2,7;2,1;4,224;2673,9;334,7;89,7;0,4;0,5;-0,3;0,989;0,584;2,1;0;0;0;0;0;0;0;0;0,338;0;1,8;4,2
804000;2105000;20100126;0;0;0,1;3,8;3,38;2499,9;389,5;85,8;0,6;0,5;-0,6;0,977;0,539;2;0;0;0;0;0;0;0;0;0,336;0;0,2;0,7
804000;2105000;20100127;0;0;-3,3;1,6;2,532;2439;530,5;83,1;0,4;0,5;-0,4;0,966;0,425;1,9;0;0;0;0;0;0;0;0;0,331;0,003;-4,4;-2,8
804000;2105000;20100128;1,1;0;-2,2;0,6;3,073;2521,4;96;92,6;0;0,1;1,1;0,957;0,316;1,8;0;1,1;0;0,009;0;0,01;0,7;0;0,326;0,007;-3,3;-1,3
804000;2105000;20100129;1,3;3,6;0,5;2,3;3,791;2664,6;110;94,1;0;0,2;4,9;0,959;0,239;1,6;0,8;1,1;1,1;0,008;0,01;0,017;0,6;4,4;0,323;0,009;-1,5;2,5
804000;2105000;20100130;1,3;0;-0,4;1,3;3,265;2484,9;272,5;86,3;0,3;0,3;1;0,965;0,188;1,5;0;0,3;0,1;0,003;0,001;0,005;0,2;0,3;0,326;0,007;-0,8;0,1
804000;2105000;20100131;0;0;-3,9;1,3;2,489;2046,7;653,5;85,9;0;0,4;0;0,959;0,143;1,5;0;1;1,1;0,008;0,009;0,009;0,7;0,1;0,322;0,011;-6,6;0,7
804000;2105000;20100201;2;0;-3,7;1,1;2,59;2085,3;529,8;86,9;0;0,1;2;0,953;0,109;1,4;0;1,2;1;0,01;0,008;0,008;0,7;0;0,315;0,017;-8,6;-0,6
804000;2105000;20100202;0;0;0,6;2,3;3,429;2343,6;540,3;84,8;0;0,4;0;0,948;0,096;1,3;0,1;2,7;3;0,02;0,023;0,023;0,8;0,5;0,312;0,019;-2,5;2,5
804000;2105000;20100203;0;0;2,4;1,5;3,462;2526,9;583;75,2;0;1,1;0;0,947;0,092;1,2;0,6;1;2,5;0,007;0,019;0,02;0,4;2,1;0,311;0,019;1,6;6
804000;2105000;20100204;0;8;5,6;3,2;4,532;2463,1;545,8;77,9;-0,1;0,6;8,1;0,949;0,082;1,2;1,7;0,3;0,4;0,002;0,003;0,003;0,1;1,1;0,313;0,018;-2,2;10,1
804000;2105000;20100205;0;17,9;4,5;2;5,065;2958,1;121,5;94;0,1;0,3;17,8;1,002;0,151;1,2;3,1;0;0;0;0;0,001;0;0;0,326;0,009;3,3;5,7
804000;2105000;20100206;0;3,6;4,2;1,5;4,93;2772,2;505,1;93,9;0,4;0,7;3,2;1,034;0,263;1,8;0,6;0;0;0;0;0;0;0;0,34;0,003;2,7;7
804000;2105000;20100207;0;0;2,6;2,6;4,294;2598,7;479,9;91,6;0,5;0,5;-0,5;1,029;0,366;2,2;0;0;0;0;0;0;0;0;0,344;0;2,1;4,1
804000;2105000;20100208;0,7;0;1,2;0,9;3,907;2657;479,9;92,4;0,4;0,5;0,3;1,017;0,454;2,4;0,1;0;0;0;0;0;0;0,5;0,342;0;-0,1;3
804000;2105000;20100209;11,2;0,4;0;1,2;3,76;2765,1;99,5;96,6;0,2;0,2;11,4;1,024;0,548;2,5;1;1,6;0,2;0,011;0,002;0,016;0,5;6,5;0,34;0;-0,1;0,3
804000;2105000;20100210;0;0;-4,4;3;2,55;2288,4;468,2;88,7;0;0,3;0;1,021;0,645;2,5;0;5,1;5,1;0,033;0,034;0,034;0,9;0;0,342;0;-6,2;-2,4
804000;2105000;20100211;0,1;0;-5,9;3,5;2,099;2023,5;430,3;83,1;0;0,3;0,1;1,01;0,737;2,5;0;5,1;5,1;0,033;0,033;0,033;0,9;0;0,334;0,006;-8,5;-3,7
804000;2105000;20100212;0;0;-3,5;2,6;2,58;2286,6;293,2;86,3;0;0,4;0;0,999;0,815;2,3;0;5,2;5,2;0,033;0,033;0,033;0,9;0;0,328;0,011;-4,6;-1,8
804000;2105000;20100213;0;0;-3,3;1,5;2,479;2168,8;906,2;81,6;0;0,7;0;0,991;0,881;2,1;0,4;4,4;5,2;0,028;0,033;0,033;0,8;1,1;0,324;0,014;-6,3;0,6
804000;2105000;20100214;0;0;-2,7;1,4;2,632;2290,5;452,1;82,7;0;0,4;0;0,983;0,912;1,9;0;4;4,1;0,025;0,026;0,026;0,8;0;0,321;0,016;-3,5;-1,4
804000;2105000;20100215;0;0;-3,6;0,7;2,358;2338,4;698,7;79,3;0,2;0,7;-0,2;0,976;0,858;1,7;0,1;3,7;4;0,023;0,025;0,025;0,8;0,3;0,317;0,018;-3,9;-0,8
804000;2105000;20100216;5,4;1,9;-1,8;0,6;2,852;2421,6;603,1;83;0;0,5;7,3;0,97;0,751;1,6;1,1;4;3,5;0,025;0,022;0,022;0,8;1,9;0,314;0,02;-8,2;1,7
804000;2105000;20100217;0;4,2;3,5;0,7;4,733;2747,1;251,1;94,2;-0,1;0,2;4,3;0,976;0,657;1,5;2,7;6,7;8,6;0,04;0,057;0,058;0,8;7,9;0,315;0,019;-0,1;6
804000;2105000;20100218;0;4,2;8;1,1;5,821;2764,3;835,7;85,5;0;1,2;4,2;0,999;0,608;1,6;3;0,7;4,1;0,004;0,021;0,032;0,2;5,2;0,321;0,016;5,3;12,1
804000;2105000;20100219;0;6,6;4,3;1,1;4,867;2714,5;118,9;91,1;0;0,2;6,6;1,022;0,585;2;1,1;0;0;0;0;0;0;0;0,334;0,005;3,3;5,4
804000;2105000;20100220;0,9;0,1;2;1,7;3,625;2401;472;81,5;0,1;0,7;0,9;1,018;0,567;1,9;0,2;0,1;0;0;0;0,003;0;0,9;0,337;0,004;0;5,9
804000;2105000;20100221;0;1,3;5,8;3,2;4,283;2506,7;627,3;74,1;0,4;1,1;0,9;1,012;0,572;2,1;0,2;0;0,1;0;0;0,002;0;0,1;0,34;0,001;0,6;10,5
804000;2105000;20100222;0;3,4;9;4,3;5,691;2482,8;610;78;0,4;1,4;3;1,006;0,606;2,2;0,5;0;0;0;0;0;0;0;0,34;0;6;13,4
804000;2105000;20100223;0;4,5;9,1;2,6;6,489;2866,8;211,4;88,5;0;0,7;4,5;1,015;0,672;2,3;0,7;0;0;0;0;0;0;0;0,34;0;7,7;11,9
804000;2105000;20100224;0;2,6;8,4;2,4;5,775;2621;323,8;82,2;0,2;0,9;2,4;1,021;0,774;2,4;0,4;0;0;0;0;0;0;0;0,341;0;6,9;12
804000;2105000;20100225;0;9,7;8,3;3,6;5,734;2901,2;240;81,7;0,5;0,9;9,2;1,029;0,905;2,5;1,5;0;0;0;0;0;0;0;0,341;0;7,2;9,7
804000;2105000;20100226;0;1;7,4;1,9;4,869;2690,1;505,9;74,3;0,8;1,2;0,2;1,033;1,043;2,6;0,1;0;0;0;0;0;0;0;0,344;0;7,1;10,1
804000;2105000;20100227;0;1,2;7,1;4,6;4,181;2313,2;734,4;66,7;0,8;1,7;0,4;1,021;1,16;2,7;0,2;0;0;0;0;0;0;0;0,342;0;1,7;12,3
804000;2105000;20100228;0;0,2;10,8;3,7;5,318;2671;858,4;64,6;1,3;2,5;-1,1;1,008;1,22;2,6;0;0;0;0;0;0;0;0;0,341;0;8,8;15,2
804000;2105000;20100301;0;1;5,3;0,8;4,421;2373,3;723,7;79,1;0,4;0,6;0,6;0,995;1,237;2,4;0,1;0;0;0;0;0;0;0;0,338;0;-0,4;11,3
804000;2105000;20100302;0;0;7,3;1,6;5;2632,7;912,2;78,3;1,1;1,5;-1,1;0,984;1,221;2,2;0;0;0;0;0;0;0;0;0,337;0;4,5;12,6
804000;2105000;20100303;0;2,5;3,8;0,7;4,687;2584;314,6;91,6;0,2;0,1;2,3;0,974;1,197;2,1;0,3;0;0;0;0;0;0;0;0,335;0;0,2;5,7
804000;2105000;20100304;0;1;2,9;1,5;4,161;2617,7;221,6;86,7;0,4;0,4;0,6;0,974;1,148;1,9;0,1;0;0;0;0;0;0;0;0,335;0;2,1;5
804000;2105000;20100305;0;0;0,7;3,5;2,513;1848,2;1672;62,6;1,7;1,9;-1,7;0,961;1,07;1,8;0;0;0;0;0;0;0;0;0,332;0,002;-1,7;5,4
804000;2105000;20100306;0,1;0;-1,5;1,2;2,654;2208,6;569,9;76,3;0,3;0,5;-0,2;0,95;0,971;1,7;0;0;0;0;0;0,001;0;0;0,326;0,005;-5,4;2,7
804000;2105000;20100307;0,1;0;-2;1,2;2,674;2196,2;826,7;80;0,5;0,6;-0,4;0,941;0,846;1,6;0;0;0,1;0;0,001;0,002;0;0,2;0,324;0,007;-5;1,3
804000;2105000;20100308;0;0;-0,6;3,1;2,202;1939,9;1700;61,3;1,3;1,8;-1,3;0,93;0,676;1,5;0;0;0;0;0;0;0;0;0,322;0,007;-4,6;4,3
804000;2105000;20100309;0;0;-1,9;4,8;1,659;1756,3;1618,7;49,8;1,3;2;-1,3;0,918;0,496;1,4;0;0;0;0;0;0;0;0;0,32;0,007;-4,9;1,8
804000;2105000;20100310;0;0;-2,1;2;2,1;2000,1;754,5;63,1;0,3;0,8;-0,3;0,909;0,349;1,3;0;0;0;0;0;0;0;0;0,316;0,01;-4,1;-0,1
804000;2105000;20100311;0,2;0;-1,7;1,7;2,838;2295,5;962,9;82,5;0,4;0,8;-0,2;0,902;0,252;1,2;0;0;0;0;0;0,001;0;0;0,313;0,012;-4,4;0,9
804000;2105000;20100312;0;0;-0,1;1,9;2,943;2097,1;1557,8;77,7;0,9;1,4;-0,9;0,894;0,192;1,1;0;0;0,2;0;0,001;0,001;0;0,1;0,314;0,01;-3,2;4,6
804000;2105000;20100313;0;0;1,1;2,5;2,933;1986,1;1661;71,8;1,1;1,6;-1,1;0,885;0,135;1;0;0;0;0;0;0;0;0;0,314;0,008;-5,1;8,2
804000;2105000;20100314;0;0;2,5;2,1;3,216;2210,6;1378,6;70,7;1,2;1,6;-1,2;0,875;0,068;1;0;0;0;0;0;0;0;0;0,316;0,005;-1,7;7,4
804000;2105000;20100315;0;0;4,2;2,2;3,78;2283,6;1418,1;73,2;1,3;1,7;-1,3;0,865;0,015;0,9;0;0;0;0;0;0;0;0;0,316;0,003;0,1;10,2
804000;2105000;20100316;0;0;4,2;1,2;3,528;2221,8;1470,6;70,4;1,5;1,8;-1,5;0,854;-0,025;0,9;0;0;0;0;0;0;0;0;0,317;0,001;-1,2;12,6
804000;2105000;20100317;0;0;8;2,7;3,533;2218,3;1496,4;56,8;1,6;2,5;-1,6;0,844;-0,062;0,8;0;0;0;0;0;0;0;0;0,315;0,001;-0,9;16,5
804000;2105000;20100318;0;0;10;4;4,33;2251,4;1480,4;56,7;1,9;2,9;-1,9;0,832;-0,105;0,8;0;0;0;0;0;0;0;0;0,315;0;4,3;15,9
804000;2105000;20100319;0;1,9;12,7;4,3;5,702;2698;1228,1;61,8;1,8;3;0,1;0,822;-0,155;0,7;0,2;0;0;0;0;0;0;0;0,313;0;7,4;17,1
804000;2105000;20100320;0;5,4;12,2;4,4;7,242;2878,7;174;80,1;0,2;1,1;5,2;0,83;-0,195;0,7;0,6;0;0;0;0;0;0;0;0,312;0;10,6;13,4
804000;2105000;20100321;0;1,7;12,1;2,3;7,357;3045,5;502,5;81,9;0,8;1,5;0,9;0,843;-0,222;0,7;0,2;0;0;0;0;0;0;0;0,315;0;11,1;16,2
804000;2105000;20100322;0;0;8,4;0,7;5,493;2619,8;1154,9;79,2;1,3;1,5;-1,3;0,836;-0,257;0,6;0;0;0;0;0;0;0;0;0,315;0;4,2;13,9
804000;2105000;20100323;0;0;9,6;0,6;5,2;2467,7;1873,4;69,1;2,2;2,3;-2,2;0,825;-0,297;0,6;0;0;0;0;0;0;0;0;0,314;0;1,3;16,3
804000;2105000;20100324;0;0;13,3;3,1;6,848;2695,8;960,2;71,8;1,1;2,1;-1,1;0,815;-0,348;0,6;0;0;0;0;0;0;0;0;0,312;0;8,8;18,8
804000;2105000;20100325;0;16;13,9;4,5;6,562;2532,9;1301,3;65,7;2;3;14;0,815;-0,38;0,6;1,8;0;0;0;0;0;0;0;0,311;0;10,8;18,4
804000;2105000;20100326;0;18,9;8,6;2,3;6,057;2882,9;630;84,8;1,5;1;17,4;0,914;-0,204;0,8;2,6;0;0;0;0;0;0;0;0,318;0;6,3;10,3
804000;2105000;20100327;0;10;7,5;2,7;5,84;2721,6;515,5;88;0,9;0,6;9,1;0,941;0,018;0,9;1,5;0;0;0;0;0;0;0;0,328;0;5,2;9,1
804000;2105000;20100328;0;1,6;9,4;2;6,599;2874,4;290,8;87,5;0,3;0,5;1,3;0,959;0,239;1;0,2;0;0;0;0;0;0;0;0,332;0;7,2;11,3
804000;2105000;20100329;0;0;12,5;3,4;6,052;2626,9;1065,8;67,9;1,5;2,5;-1,5;0,95;0,413;1,1;0;0;0;0;0;0;0;0;0,332;0;7,9;19,1
804000;2105000;20100330;0;11,3;8,1;2,9;5,205;2766,7;372,6;75,9;1;1,1;10,3;0,967;0,523;1,3;1,6;0;0;0;0;0;0;0;0,33;0;7,5;9,4
804000;2105000;20100331;0;8,4;8;2,6;4,976;2488,7;863,4;73,4;1,3;1,5;7,1;0,978;0,613;1,5;1,2;0;0;0;0;0;0;0;0,335;0;5,4;13
804000;2105000;20100401;0;0,8;5,5;1,2;4,604;2627,4;1330,6;80,7;1,8;1,7;-1;0,991;0,727;1,7;0,1;0;0;0;0;0;0;0;0,338;0;3,1;9,3
804000;2105000;20100402;0;1,2;8,5;2,6;4,556;2382,3;1146,4;67,5;1,4;1,8;-0,2;0,978;0,857;1,7;0,1;0;0;0;0;0;0;0;0,336;0;1,8;14,6
804000;2105000;20100403;0;10;9,7;3,6;5,994;2721,2;574,9;79;0,8;1,3;9,2;0,984;1,001;1,8;1,5;0;0;0;0;0;0;0;0,335;0;7,3;13,3
804000;2105000;20100404;0;0,4;8,1;2;5,089;2596,2;1510,6;75,1;2,3;2,4;-1,9;0,992;1,166;1,9;0;0;0;0;0;0;0;0;0,339;0;6,5;13,2
804000;2105000;20100405;0;0;6,5;1,3;4,333;2423,2;1848;72,6;2,4;2,4;-2,4;0,974;1,22;1,8;0;0;0;0;0;0;0;0;0,336;0;2,4;12,2
804000;2105000;20100406;0;0;10,4;2,4;4,787;2379,2;1963,6;63,1;2,7;3;-2,7;0,954;1,234;1,8;0;0;0;0;0;0;0;0;0,334;0;1,8;18,5
804000;2105000;20100407;0;8,3;10,9;2,6;5,545;2693;485,9;69,2;0,5;1,9;7,8;0,948;1,218;1,7;1,1;0;0;0;0;0;0;0;0,331;0;8,4;16,2
804000;2105000;20100408;0;0,1;8,7;2,1;6,703;2915,3;470,6;93,6;0,5;0,5;-0,4;0,964;1,236;1,6;0;0;0;0;0;0;0;0;0,334;0;7,3;9,6
804000;2105000;20100409;0;0;11,6;1,9;7,15;2887,2;1595,8;82,6;2,1;2,4;-2,1;0,95;1,227;1,6;0;0;0;0;0;0;0;0;0,333;0;8,9;14,6
804000;2105000;20100410;0;0;10,3;2;5,938;2554,7;1970;75,9;2,7;2,7;-2,7;0,932;1,191;1,5;0;0;0;0;0;0;0;0;0,33;0;5,3;16,4
804000;2105000;20100411;0;0;8,6;4,1;4,329;2241,1;2183,5;62,8;3,2;3,4;-3,2;0,912;1,115;1,4;0;0;0;0;0;0;0;0;0,327;0;5,1;13,9
804000;2105000;20100412;0;0,1;6,7;2,5;4,422;2533,1;1175;72,3;1,6;1,9;-1,5;0,897;1,019;1,3;0;0;0;0;0;0;0;0;0,324;0;2,6;11,8
804000;2105000;20100413;0;0,1;7;1,4;4,721;2389,6;2038,7;75,4;2,3;2,5;-2,2;0,882;0,892;1,2;0;0;0;0;0;0;0;0;0,323;0;2,7;12,7
804000;2105000;20100414;0;0;8;1,7;4,909;2384,1;2271;73,8;2,6;2,8;-2,6;0,866;0,752;1,1;0;0;0;0;0;0;0;0;0,32;0;2;14,7
804000;2105000;20100415;0;0;8,7;1,5;5,039;2357;1551,7;71,7;1,6;1,9;-1,6;0,853;0,634;1;0;0;0;0;0;0;0;0;0,318;0;3,6;14,5
804000;2105000;20100416;0;0;9,9;2,2;5,252;2402,9;2141;69,5;2,7;2,9;-2,7;0,838;0,533;0,9;0;0;0;0;0;0;0;0;0,316;0;3,6;16,4
804000;2105000;20100417;0;0;10,7;0,8;5,435;2406,1;2514,3;67,9;3;3,3;-3;0,821;0,451;0,8;0;0;0;0;0;0;0;0;0,314;0;2,9;17,5
804000;2105000;20100418;0;0;13,5;1,4;6,215;2505,2;2394;65,4;3,1;3,7;-3,1;0,804;0,362;0,8;0;0;0;0;0;0;0;0;0,311;0;7,8;20
804000;2105000;20100419;0;0;14,1;1,1;6,008;2530,2;2320,1;60,5;3,1;3,7;-3,1;0,786;0,281;0,7;0;0;0;0;0;0;0;0;0,309;0;8,2;20,1
804000;2105000;20100420;0;0;12,8;0,6;6,026;2591,7;1391,6;65,7;1,7;2,1;-1,7;0,774;0,215;0,7;0;0;0;0;0;0;0;0;0,306;0;7,6;19,9
804000;2105000;20100421;0;0;13,1;1,2;5,987;2506,8;1682,6;64,7;2;2,6;-2;0,763;0,166;0,6;0;0;0;0;0;0;0;0;0,305;0;6,7;20,3
804000;2105000;20100422;0;0,2;13,5;1,7;5,792;2468,4;1958,2;60,6;2,4;3,1;-2,2;0,75;0,126;0,6;0;0;0;0;0;0;0;0;0,303;0;6,3;19,9
804000;2105000;20100423;0;0;12,7;1,1;6,22;2581,4;848,5;66,8;0,7;1,2;-0,7;0,743;0,089;0,5;0;0;0;0;0;0;0;0;0,301;0;9,4;15,8
804000;2105000;20100424;0;0;14,5;1,2;6,035;2572,7;2110;61;2,9;3,7;-2,9;0,731;0,05;0,5;0;0;0;0;0;0;0;0;0,3;0;8,3;22,3
804000;2105000;20100425;0;0;16,4;1,4;6,585;2644,3;1972;58,5;2,8;3,7;-2,8;0,716;0,007;0,4;0;0;0;0;0;0;0;0;0,298;0;8,2;24,9
804000;2105000;20100426;0;0;15,6;2,5;6,971;2533,5;1854,6;63,8;2,5;3,5;-2,5;0,703;-0,038;0,4;0;0;0;0;0;0;0;0;0,296;0;12,2;21,1
804000;2105000;20100427;0;0;14,8;2,3;6,566;2587,7;2522,2;63;3,1;4,3;-3,1;0,688;-0,084;0,4;0;0;0;0;0;0;0;0;0,294;0;8,1;21,5
804000;2105000;20100428;0;0;16,9;1,1;6,838;2687,7;2272,8;57,9;2,9;3,8;-2,9;0,673;-0,131;0,4;0;0;0;0;0;0;0;0;0,292;0;8,4;22,5
804000;2105000;20100429;0;0,9;19,6;4,2;6,762;2657,9;2132,8;47,9;3,2;5,9;-2,3;0,658;-0,18;0,3;0;0;0;0;0;0;0;0;0,29;0;15,7;25,1
804000;2105000;20100430;0;10,3;15,4;1,5;8,789;3056;648,5;79,6;1,2;1,4;9,1;0,669;-0,226;0,3;0,7;0;0;0;0;0;0;0;0,288;0;13;18,3
804000;2105000;20100501;0;11,2;12,7;0,9;8,724;3254,2;398,1;93;1;0,8;10,2;0,712;-0,257;0,3;1;0;0;0;0;0;0;0;0,293;0;10,3;14,4
804000;2105000;20100502;0;7,1;11,5;0,7;7,749;3056,8;636;89,5;1,4;1;5,7;0,748;-0,28;0,3;0,6;0;0;0;0;0;0;0;0,299;0;11,1;12,8
804000;2105000;20100503;0;3,9;9,9;3,1;6,202;2617,6;1500,5;80,1;2,8;2,2;1,1;0,748;-0,309;0,3;0,3;0;0;0;0;0;0;0;0,302;0;8,3;13,4
804000;2105000;20100504;0;1,5;9,1;5,4;6,058;2938,5;442,7;82,1;1,2;1,4;0,3;0,754;-0,334;0,3;0,1;0;0;0;0;0;0;0;0,302;0;6,2;12,4
804000;2105000;20100505;0;7,6;6,4;2,8;5,735;3020,5;649;93,5;1,9;0,9;5,7;0,764;-0,341;0,3;0,7;0;0;0;0;0;0;0;0,302;0;5,3;7
804000;2105000;20100506;0;1,9;6,1;1,1;5,557;2917,4;666,1;92,4;1,1;0,9;0,8;0,778;-0,317;0,3;0,2;0;0;0;0;0;0;0;0,305;0;5,3;7
804000;2105000;20100507;0;0;9,8;0,6;5,987;2799,6;1489,4;78,8;2,1;2,1;-2,1;0,771;-0,283;0,3;0;0;0;0;0;0;0;0;0,306;0;6,1;13,1
804000;2105000;20100508;0;0,1;11,9;2,1;6,577;2561,4;1570,1;74,9;2,1;2,1;-2;0,761;-0,245;0,3;0;0;0;0;0;0;0;0;0,304;0;7,4;15,9
804000;2105000;20100509;0;3,1;12,6;1,7;7,685;2851,3;413,7;83;0,1;0,8;3;0,759;-0,206;0,3;0,3;0;0;0;0;0;0;0;0,303;0;10,3;15,1
804000;2105000;20100510;0;5,8;15;2,2;8,82;2925,9;1907,6;81,8;3;3,2;2,8;0,761;-0,165;0,3;0,6;0;0;0;0;0;0;0;0,304;0;11,9;19,8
804000;2105000;20100511;0;27,8;11,8;1,1;8,027;3047,2;692,7;91;1,2;1,1;26,6;0,858;-0,079;0,8;3,6;0;0;0;0;0;0;0;0,305;0;11,4;13,2
804000;2105000;20100512;0;0,1;10,2;2,2;7,174;2814,8;1361,5;90,5;1,9;1,7;-1,8;0,869;0,012;0,5;0;0;0;0;0;0;0;0;0,32;0;9,1;12,7
804000;2105000;20100513;0;0;9,2;3;5,918;2615,3;1504,8;80;2;2;-2;0,859;0,114;0,4;0;0;0;0;0;0;0;0;0,319;0;6,7;12,2
804000;2105000;20100514;0;0;9,4;2,6;5,669;2566,1;668,9;75,9;0,7;1,1;-0,7;0,852;0,222;0,5;0;0;0;0;0;0;0;0;0,317;0;6,3;12,8
804000;2105000;20100515;0;0,4;9,1;3,2;5,761;2595,8;737,3;78,5;1;1,1;-0,6;0,847;0,33;0,5;0;0;0;0;0;0;0;0;0,316;0;6,8;11,3
804000;2105000;20100516;0;0;10,6;1,5;5,392;2650,1;1489,2;67,4;2,2;2,4;-2,2;0,837;0,417;0,5;0;0;0;0;0;0;0;0;0,316;0;7,6;13,7
804000;2105000;20100517;0;0,2;11,3;1,6;6,027;2639;2401,2;71,8;3,3;3,6;-3,1;0,821;0,491;0,5;0;0;0;0;0;0;0;0;0,314;0;8,1;14,9
804000;2105000;20100518;0;0;12;2,7;5,815;2528,2;2345,6;66,8;3,6;3,6;-3,6;0,804;0,556;0,5;0;0;0;0;0;0;0;0;0,311;0;6,7;16,8
804000;2105000;20100519;0;0;11,8;4,8;4,988;2506,3;1819,3;57,7;3;3,9;-3;0,787;0,595;0,5;0;0;0;0;0;0;0;0;0,309;0;8,2;16,1
